Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Source
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.27656531	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Gramineae/Poaceae	Triodia sp.						NA	0.096111349	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Cyperaceae	Cyperus sp.						NA	0.049036403	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.012749465	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Euphorbiaceae	Euphorbia sp.						NA	0.021576017	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Euphorbiaceae			y				NA	0.001961456	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.291	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.025	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.002	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Triodia sp.						NA	0.051	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Chloris sp.						NA	0.03	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Gramineae sp. 1						NA	0.46	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Gramineae sp. 2						NA	0.14	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Winter	Plantae					Euphorbiaceae			y				NA	0.05	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Cleridae							NA	0.0128	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Curculionida							NA	0.02	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Scarabeida							NA	0.01	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera					y				NA	0.21	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Empididae							NA	0.0093	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Rhagionidae							NA	0.0403	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Syrphidae							NA	0.0093	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Tabanidae							NA	0.031	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera					y				NA	0.2201	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hemiptera									NA	0.03	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Homoptera									NA	0.01	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera		Braconidae							NA	0.0102	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae							NA	0.0629	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera		Ichneumonida							NA	0.0136	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera					y				NA	0.0833	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera		Tortricidae							NA	0.124	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera					y				NA	0.0836	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Araneida									NA	0.02	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera									0.04	NA	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera (Brachycera)									0.25	NA	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera									0.1	NA	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Cordilleran Flycatcher	Empidonax occidentalis	Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests along streams	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera									0.61	NA	NA	NA	NA	23	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Scarabeidae							NA	0.0714	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera					y				NA	0.2686	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Empididae							NA	0.0247	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Rhagionidae							NA	0.0475	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Syrphidae							NA	0.0247	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Tipulidae							NA	0.0247	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera					y				NA	0.0684	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Homoptera		Cicadellidae							NA	0.03	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera		Braconidae							NA	0.03	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera		Geometrida							NA	0.0261	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera		Tortricidae							NA	0.2639	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	aspen forest	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera									0.53	NA	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	aspen forest	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera (Brachycera)									0.15	NA	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	aspen forest	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera									0.02	NA	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatchers	Empidonax hammondii	Tyrannidae		38.05489	-105.12	2438	2900	3048	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	aspen forest	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera									0.27	NA	NA	NA	NA	14	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Buprestidae							NA	0.0128	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Cerambycidae							NA	0.0064	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Chrysomelida							NA	0.0064	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Curculionidae							NA	0.0128	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Scarabeidae							NA	0.04	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera		Scolytidae							NA	0.016	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera					y				NA	0.0656	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Calliphorida							NA	0.0096	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Empididae							NA	0.0032	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Muscidae							NA	0.0128	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Western Wood-Pewee	Contopus sordidulus	 Tyrannidae		38.05489	-105.12	NA	2900	NA	Southern Colorado	Wet Mountains of southern Colorado in the San Isabel National Forest	coniferous forests	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Rhagionida							NA	0.0192	NA	NA	NA	69	1	stomach contents		Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
