Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Plantae	Spermatophyta	Gymnospermae	Pinales		Pinaceae		Pinus edulis	no			seed		0.3875	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Plantae	Spermatophyta	Gymnospermae	Pinales		Pinaceae		Pinus ponderosa	no			seed		0.0125	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Plantae	Spermatophyta	Angiospermae	Poales		Poaceae	Avena		no			seed		0.0375	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Arachnida	Araneae					no					0.4625	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Orthoptera		Gryllidae			no					0.6	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Orthoptera		Acrididae			no					0.475	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Orthoptera		Phasmidae			no					0.0125	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Miridae			no					0.025	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Reduviidae			no					0.0125	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
Pinyon Jay	Gymnorhinus cyanocephalus		Corvidae	American Ornithologists' Union 7th edition (incl. 58th suppl.)	NA	NA	NA	NA	NA	Arizona	Flagstaff 	Coniferous Forest	2	1968	6	1971	multiple	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Lygaeidae			no					0.025	Occurrence	512	80	1	esophagus contents	esophagus contents of young (nestlings only)	AR	"Balda, R. P. and G. C. Bateman. 1972. Growth, Development, and Food Habits of Young Pinyon Jays. Auk 90:39-61."
