Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Ruby-throated Hummingbird	Archilochus colubris		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera					no		NA	NA	NA	0.363	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Ruby-throated Hummingbird	Archilochus colubris		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hemiptera		Cicadellidae			no		NA	NA	leafhopper	0.089	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Ruby-throated Hummingbird	Archilochus colubris		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Diptera					no		NA	NA	NA	0.026	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Ruby-throated Hummingbird	Archilochus colubris		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Arachnida	Araneae					no		NA	NA	spider	0.435	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Ruby-throated Hummingbird	Archilochus colubris		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Plantae								no		NA	NA	NA	0.058	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Anna's Hummingbird	Calypte anna		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera					no		NA	NA	NA	0.35	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Anna's Hummingbird	Calypte anna		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hemiptera		Cicadellidae			no		NA	NA	leafhopper	0.173	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Anna's Hummingbird	Calypte anna		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Diptera					no		NA	NA	NA	0.453	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Anna's Hummingbird	Calypte anna		Trochilidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Arachnida	Araneae					no		NA	NA	spider	0.02	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where; nectar not measured"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera		Carabidae			no		NA	NA	ground beetle	0.059	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera		Scarabaeidae			no		NA	NA	scarab beetle	0.02	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Coleoptera					yes		NA	NA	NA	0.021	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Lepidoptera					no		NA	NA	NA	0.129	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hymenoptera					no		NA	NA	NA	0.052	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Hemiptera					no		NA	NA	NA	0.035	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
Townsend's Solitaire	Myadestes townsendi		Turdidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North America	NA	NA	NA	NA	NA	NA	NA	Animalia	Arthropoda	Insecta	Orthoptera					no		NA	NA	NA	0.01	Wt_or_Vol	NA	NA	NA	stomach contents	"Data likely sourced from other sources, but book does not make clear from where"	PW	"Capinera, J. 2011. Insects and wildlife: arthropods and their relationships with wild vertebrate animals. John Wiley & Sons."
