Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus pennsylvanicus	no	NA	NA	NA	NA	NA	0.316	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus olm	no	NA	NA	NA	NA	NA	0.254	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Microtus	NA	no	NA	NA	NA	NA	NA	0.206	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Synaptomys borealis	no	NA	NA	NA	NA	NA	0.061	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Peromyscus maniculatus	no	NA	NA	NA	NA	NA	0.004	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Phenacomys intermedius	no	NA	NA	NA	NA	NA	0.07	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Clethrionomys rutilus	no	NA	NA	NA	NA	NA	0.009	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Lagomorpha	NA	Leporidae	NA	Lepus americanus	no	NA	NA	NA	NA	NA	0.035	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Lagomorpha	NA	Leporidae	NA	Lepus americanus	no	NA	NA	NA	NA	NA	0.004	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
Northern Hawk Owl	Surnia ulula	NA	Strigidae	eBird Clements Checklist v2017	60.95	-138.2	NA	900	NA	Canada	Kluane Boreal Forest	coniferous forest	1	1988	12	1988	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Sciuridae	NA	Eutamias minimus	no	NA	NA	NA	NA	NA	0.004	Items	228	NA	9	pellet contents	NA	DR	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."
