Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus californicus	no	NA	NA	NA	NA	NA	0.561	Items	638	NA	1	pellet contents	Number of birds in study range from 4-10	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Muridae	NA	Rattus norvegicus	no	NA	NA	NA	NA	NA	0.072	Items	638	NA	1	pellet contents	Number of birds in study range from 4-11	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Reithrodontomys raviventris	no	NA	NA	NA	NA	NA	0.084	Items	638	NA	1	pellet contents	Number of birds in study range from 4-12	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Muridae	NA	Mus musculus	no	NA	NA	NA	NA	NA	0.084	Items	638	NA	1	pellet contents	Number of birds in study range from 4-13	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Soricomorpha	NA	Soricidae	NA	Sorex vagrans	no	NA	NA	NA	NA	NA	0.061	Items	638	NA	1	pellet contents	Number of birds in study range from 4-14	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Rodentia	NA	Geomyidae	NA	Thomomys bottae	no	NA	NA	NA	NA	NA	0.04	Items	638	NA	1	pellet contents	Number of birds in study range from 4-15	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Soricomorpha	NA	Talpidae	NA	Scapanus latimanus	no	NA	NA	NA	NA	NA	0.007	Items	638	NA	1	pellet contents	Number of birds in study range from 4-16	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Mammalia	Charadriiformes	NA	Scolopacidae	NA	Calidris pusilla	no	NA	NA	NA	NA	NA	0.01	Items	638	NA	1	pellet contents	Number of birds in study range from 4-17	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Aves	Passeriformes	NA	Icteridae	NA	Sturnella neglecta	no	NA	NA	NA	NA	NA	0.01	Items	638	NA	1	pellet contents	Number of birds in study range from 4-18	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Aves	Charadriiformes	NA	Scolopacidae	NA	Erolia minutilla	no	NA	NA	NA	NA	NA	0.03	Items	638	NA	1	pellet contents	Number of birds in study range from 4-19	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Aves	Charadriiformes	NA	Scolopacidae	NA	Ereunetes mauri	no	NA	NA	NA	NA	NA	0.007	Items	638	NA	1	pellet contents	Number of birds in study range from 4-20	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Chordata	Aves	Passeriformes	NA	Emberizidae	NA	Pooecetes gramineus	no	NA	NA	NA	NA	NA	0.007	Items	638	NA	1	pellet contents	Number of birds in study range from 4-21	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Contra Costa County	California	wetland	9	1952	4	1953	multiple	Animalia	Arthropoda	Insecta	Insecta	NA	Orthoptera	NA	Stenopelmatus	no	NA	NA	NA	NA	Sand-cricket	0.02	Items	638	NA	1	pellet contents	Number of birds in study range from 4-22	DR	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."
