Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Artemisia	NA	no			NA	bud;vegetation	sagebrush	0.599	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Aster	NA	no			NA	vegetation;flower	aster	0.101	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Taraxacum	NA	no			NA	vegetation;flower	dandelion	0.078	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Brassicales	NA	Brassicaceae	NA	NA	no			NA	vegetation;flower	mustards	0.075	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Ericales	NA	Polemoniaceae	Gilia	NA	no			NA	vegetation	phlox	0.045	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Trifolium	NA	no			NA	vegetation;flower	clover	0.018	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Polygonaceae	Eriogonum	NA	no			NA	vegetation	buckwheat	0.013	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Apiales	NA	Apiaceae	Lomatium	NA	no			NA	vegetation	indianroot	0.0055	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	NA	no			NA	vegetation;seed	grasses	0.0003	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
Greater Sage-Grouse	Centrocercus urophasianus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oregon	Hart Mountain National Antelope Refuge	grassland	5	1954	9	1954	summer	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Cyperaceae	Carex	NA	no			NA	seed	sedge	0.0003	Wt_or_Vol	NA	17	NA	stomach contents		AR	"Nelson, O. C. 1955. A field study of Sage Grouse in southeastern Oregon with special reference to reproduction and survival. Master's Thesis. Oregon State Coll., Corvallis."
