Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	NA	Oxalidaceae	Oxalis	NA	no		NA	bulb	Wood sorrel	0.6112	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Cyperaceae	Cyperus	NA	no		NA	seed	Flatsedge	0.0884	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Pinopsida	Pinales	NA	Cupressaceae	Juniperus	NA	no		NA	fruit	Juniper	0.0608	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Fagales	NA	Fabaceae	Quercus	NA	no		NA	seed	Live oak	0.019	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Piptochaetium fimbriatum	no		NA	seed	Pinyon ricegrass	0.0238	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	NA	Euphorbiaceae	NA	Euphorbia dentata	no		NA	seed	Toothed spurge	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	NA	Phaseolus ritensis	no		NA	seed	Santa Rita Mountain bean	0.019	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Panicum	NA	no		NA	seed	Panic grass	0.0143	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Solanales	NA	Convolvulaceae	Ipomoea	NA	no		NA	seed	Morning glory	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Setaria	NA	no		NA	seed	Bristle grass	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Gentianales	NA	Rubiaceae	NA	Diodella teres	no		NA	seed	Buttonweed	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	NA	Mimosa dysocarpa	no		NA	seed	Mimosa	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Cactaceae	Opuntia	NA	no		NA	seed	Pricklypear Cactus	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	NA	Desmodium rosei	no		NA	seed	Rose tickclover	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Asparagales	NA	Asparagaceae	Agave	NA	no		NA	seed	Century plant	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	NA	NA	NA	NA	NA	NA	NA	no		NA	NA	Unknown green material	0.0048	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Plantae	NA	NA	NA	NA	NA	NA	NA	no		NA	seed	Unknown seeds	0.0276	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	5000	NA	5200	Arizona	Santa Cruz County; Pima County	grassland; woodland	2	1963	3	1964	winter	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no		NA	NA	Insects	0.0932	Wt_or_Vol	NA	23	2	crop contents	"winter specifies months January, February, and March "	AR	"Bishop, R. A. 1964. The Mearns Quail (Cyrtonyx montezumae mearnsi) in southern Arizona. Master's Thesis. Univ. of Arizona, Tucson."
