Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Sciruidae	NA	Spermophilus beecheyi	no	NA	NA	NA	NA	California Ground Squirrel	0.105	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Sciruidae	NA	Spermophilus mohavensis	no	NA	NA	NA	NA	Mojave Ground Squirrel	0.26	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Sciruidae	NA	Ammospermophilus leucurus	no	NA	NA	NA	NA	Whitetail Antelope Squirrel	0.21	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Geomyidae	NA	Thomomys bottae	no	NA	NA	NA	NA	Valley Pocket Gopher	0.63	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Heteromyidae	NA	Perognathus	no	NA	NA	NA	NA	Pocket Mouse	0.26	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Heteromyidae	NA	NA	no	NA	NA	NA	NA	Kangaroo Rat	0.26	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Neotoma lepida	no	NA	NA	NA	NA	Desert woodrat	0.58	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Lagomorpha	NA	Leporidae	NA	Lepus californicus	no	NA	NA	NA	NA	Black-tailed Jack Rabbit	0.105	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Mammalia	Lagomorpha	NA	Leporiade	NA	Sylvilagus audubonii	no	NA	NA	NA	NA	Desert Cottontail	0.105	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
Prairie Falcon	Falco mexicanus	NA	Falconidae	eBird Clements checklist v2018	-116	34	NA	NA	NA	California	Mojave Desert	desert	3	1977	6	1978	spring	Animalia	Chordata	Aves	Galliformes	NA	Phasianidae	NA	Alectoris chukar	no	NA	NA	NA	NA	Chukar	0.158	Occurrence	NA	NA	19	prey remains; pellet contents	Prey remains and pellets were collected at 19 different nests.	DR	"Boyce, Jr., D. A. 1985. Prairie Falcon prey in the Mojave Desert, California. Raptor Res. 19:128-134."
