Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Pinopsida	Pinales	NA	Pinaceae	Pseudotsuga	NA	no			NA	NA	Douglas-fir	0.0066	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	NA	Salicaceae	Populus	NA	no			NA	NA	cottonwood	0.4745	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Ericales	NA	Ericaceae	Vaccinium	NA	no			NA	NA	blueberries	0.234	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Balsamorhiza	NA	no			NA	NA	balsamroot	0.1189	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Polygonaceae	Eriogonum	NA	no			NA	NA	buckwheat	0.0245	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Taraxacum	NA	no			NA	NA	dandelion	0.0094	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	Agoseris	NA	no			NA	NA	mountain dandelion	0.0283	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Rosales	NA	Rosaceae	Fragaria	NA	no			NA	NA	strawberry	0.0189	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Cyperaceae	Carex	NA	no			NA	NA	sedge	0.0283	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
Dusky Grouse	Dendragapus obscurus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington; Idaho	Okanogan County; Clark County; Cowlitz County; Latah County	NA	6	1939	9	1941	multiple	Plantae	Tracheophyta	Pinopsida	Pinales	NA	Pinaceae	Picea	NA	no			NA	NA	spruce	0.0245	Wt_or_Vol	NA	4	NA	stomach contents; crop contents	data specifically for month of June during the years 1939-1941	AR	"Beer, J. R. 1943. Food habits of the Blue Grouse. J. Wildl. Manage. 7:32-44."
