Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Chiroptera	NA	Vespertilionidae	NA	Antrozous pallidus	no	NA	NA	NA	NA	NA	0.006	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2019	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Soricomorpha	NA	NA	NA	NA	yes	NA	NA	NA	NA	Shrew	0.006	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2020	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	no	NA	NA	NA	NA	NA	0.138	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2021	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Reithrodontomys megalotis	no	NA	NA	NA	NA	NA	0.036	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2022	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Onychomys leucogaster	no	NA	NA	NA	NA	NA	0.006	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2023	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Neotoma	NA	no	NA	NA	NA	NA	NA	0.002	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2024	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Heteromyidae	Perognathus	NA	no	NA	NA	NA	NA	NA	0.518	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2025	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Heteromyidae	Dipodomys	NA	no	NA	NA	NA	NA	NA	0.205	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2026	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Rodentia	NA	Geomyidae	NA	Thomomys bottae	no	NA	NA	NA	NA	NA	0.003	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2027	NA	NA	1770	NA	2010	New Mexico	Farmington	desert; grassland; shrubland	5	1981	7	1981	summer	Animalia	Chordata	Mammalia	Lagomorpha	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	0.001	Wt_or_Vol	1700	NA	3	pellet contents	NA	DR	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."
