Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	7	2011	7	2011	NA	Plantae	NA	Magnoliopsida	Arecales	NA	Arecaceae	NA	Geonoma undata	no		NA	fruit	NA	0.04348	Occurrence	1	4	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	4	2011	4	2011	NA	Plantae	NA	Magnoliopsida	Asterales	NA	Asteraceae	NA	Piptocoma sp.	no		NA	seed	NA	0.04348	Occurrence	1	7	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	3	2011	4	2011	NA	Plantae	NA	Magnoliopsida	Malpighiales		Euphorbiaceae	NA	Alchornea triplinervia	no		NA	seed	NA	0.13043	Occurrence	3	9	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	5	2011	5	2011	NA	Plantae	NA	Magnoliopsida	Malpighiales		Euphorbiaceae	NA	Croton gossypiifolius	no		NA	seed	NA	0.04348	Occurrence	1	20	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	10	2011	10	2011	NA	Plantae	NA	Magnoliopsida	Malpighiales		Euphorbiaceae	NA	Sapium stylare	no		NA	seed	NA	0.04348	Occurrence	1	5	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	6	2011	7	2011	NA	Plantae	NA	Magnoliopsida	Malpighiales		Euphorbiaceae	NA	Tetrorchidium rubrivenium	no		NA	seed	NA	0.30435	Occurrence	7	13	2	behavioral observation	Observations were also recorded for plant species in November (11) of 2010.	AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	2	2012	2	2012	NA	Plantae	NA	Magnoliopsida	Fabales		Fabaceae	NA	Erythrina poepiggiana	no		NA	flower	NA	0.04348	Occurrence	1	5	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	11	2010	11	2010	NA	Plantae	NA	Magnoliopsida	Fabales		Fabaceae	NA	Inga oerstediana	no		NA	pods	NA	0.04348	Occurrence	1	3	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	2	2011	2	2011	NA	Plantae	NA	Magnoliopsida	Laurales		Lauraceae	NA	Ocotea sp.	no		NA	flower	NA	0.04348	Occurrence	1	7	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	3	2011	3	2011	NA	Plantae	NA	Magnoliopsida	Malvales		Malvaceae	NA	Heliocarpus americanus	no		NA	seed	NA	0.08696	Occurrence	2	2	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	9	2011	9	2011	NA	Plantae	NA	Magnoliopsida	Myrtales		Myrtaceae	NA	Eucalyptus citridora	no		NA	capsules	NA	0.04348	Occurrence	1	3	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	9	2011	9	2011	NA	Plantae	NA	Magnoliopsida	Gentianales		Rubiaceae	NA	Guettarda crispiflora	no		NA	fruit	NA	0.08696	Occurrence	2	8	2	behavioral observation	Observations were also recorded for plant species in November (11) of 2010.	AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
Red-eared Parakeet	Pyrrhura hoematotis	NA	Psittacidae	eBird Clements checklist v2017	10.4	66.9	1500	NA	1700	Venezuela	Yacambú National Park	forest	6	2011	6	2011	NA	Plantae	NA	Magnoliopsida	Rosales		Urticaceae	NA	Cecropia angustifolia	no		NA	fruit	NA	0.04348	Occurrence	1	4	2	behavioral observation		AR	"Buitr ón-Jurado, Galo, and Virginia Sanz. “Notes on the Diet of the Endemic Red-Eared Parakeet Pyrrhura Hoematotis and Other Venezuelan Montane Parrots.” BioOne, Spanish Society of Ornithology/BirdLife, Sept. 2016"
