Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Galliformes	Craci	Cracidae	NA	Ortalis vetula	no	NA	NA	NA	Plain Chachalaca	0.004	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Galliformes	NA	Odontophoridae	NA	Colinus virginianus	no	NA	NA	NA	Northern Bobwhite	0.023	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Charadriiformes	Limicolae	Charadriidae	NA	Charadrius vociferus	no	NA	NA	NA	Killdeer	0.004	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	NA	Patagioenas cayennensis	no	NA	NA	NA	Pale-vented Pigeon	0.004	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	NA	Zenaida macroura	no	NA	NA	NA	Mourning Dove	0.105	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	NA	Zenaida asiatica	no	NA	NA	NA	White-winged Dove	0.051	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	Zenaida	NA	yes	NA	NA	NA	NA	0.012	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	NA	Columbina passerina	no	NA	NA	NA	Common Ground-Dove	0.019	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Columbiformes	Columbae	Columbidae	Columbina	NA	yes	NA	NA	NA	NA	0.043	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
Aplomado Falcon	Falco femoralis	NA	Falconidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Mexico	Multiple	agriculture; wetland; forest; savannah	3	1977	6	1979	spring	Animalia	Chordata	Aves	Psittaciformes	NA	Psittacidae	NA	Eupsittula nana	no	NA	NA	NA	Olive-throated Parakeet	0.008	Items	256	NA	18	prey remains	All insects' weight was estimated to be 1g	DR	"Hector, D. P. 1985. The diet of the Aplomado Falcon (Falco femoralis) in eastern Mexico. Condor 87:336-342."
