Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Glycine	NA	no		NA	NA	Soybeans	0.381	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Zea	NA	no		NA	NA	Corn	0.06	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Sorghum halepense	no		NA	NA	Johnson Grass	0.052	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Urochloa ramosa	no		NA	NA	Dixie Signalgrass	0.034	Wt_or_Vol	178	631	1	crop contents	Previous common name was Browntop Millet	AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Laurales	NA	Lauraceae	Sassafras	NA	no		NA	NA	Sassafras	0.024	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Rosales	NA	Rosaceae	NA	Prunus serotina	no		NA	NA	Black Cherry	0.023	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Triticum aestivum	no		NA	NA	Wheat	0.022	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Vigna	NA	no		NA	NA	Cowpea	0.021	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Animalia	Arthropoda	Insecta	Orthoptera	Caelifera	Acrididae	NA	NA	no		NA	NA	Grasshoppers	0.042	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	no		NA	NA	Beetles	0.033	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
Northern Bobwhite	Colinus virginianus	NA	Odontophoridae	eBird Clements Checklist v2017	-35.1151	89.2157	NA	NA	NA	Tennessee	Ames Plantation	agriculture;forest	12	1966	3	1969	multiple									no				Other Food Items	0.308	Wt_or_Vol	178	631	1	crop contents		AR	"Eubanks, T. R. and R. W. Dimmick. 1974. Dietary patterns of bobwhite quail on Ames Plantation. Univ. Tenn. Agric. Exp. Sta. Bull. 534."
