Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	NA	Oxalidaceae	Oxalis	NA	no		NA	root	Wood sorrel	0.696	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no		NA	NA	Insects	0.435	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	Orthoptera	NA	NA	NA	NA	no		NA	NA	Grasshoppers	0.175	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	Hemiptera	NA	NA	NA	NA	no		NA	NA	True bugs	0.087	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no		egg	NA	Insect eggs	0.087	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	no		NA	NA	Beetles	0.174	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha	NA	NA	NA	no		NA	NA	Leafhoppers	0.043	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Cyperaceae	Cyperus	NA	no		NA	root	Flatsedge	0.217	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Plantae	Tracheophyta	Pinopsida	Pinales	NA	Cupressaceae	Juniperus	NA	no		NA	fruit	Juniper	0.087	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
Montezuma Quail	Cyrtonyx montezumae	Cyrtonyx montezumae mearnsi	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	1524	NA	Arizona	Santa Rita Mountains and Canelo Hills	grassland; woodland	1	1964	3	1964	winter	Plantae	NA	NA	NA	NA	NA	NA	NA	no		NA	seed	Unknown seeds	0.217	Occurrence	NA	23	NA	crop contents		AR	"Bishop, R. A. and C. R. Hungerford. 1965. Seasonal food selection of Arizona Mearns Quail. J. Wildl. Manage. 29:812-819."
