Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1	1981	1	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus pennyslvanicus	no	NA	NA	NA	NA	NA	0.956	Items	68	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1	1981	1	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Peromyscus maniculatus	no	NA	NA	NA	NA	NA	0.029	Items	68	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1	1981	1	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	yes	NA	NA	NA	NA	NA	0.015	Items	68	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.25	1981	1.25	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus pennyslvanicus	no	NA	NA	NA	NA	NA	0.903	Items	186	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.25	1981	1.25	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Peromyscus maniculatus	no	NA	NA	NA	NA	NA	0.081	Items	186	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.25	1981	1.25	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	yes	NA	NA	NA	NA	NA	0.011	Items	186	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.25	1981	1.25	1981	winter	Animalia	Chordata	Aves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005	Items	186	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.5	1981	1.5	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Microtus pennyslvanicus	no	NA	NA	NA	NA	NA	0.897	Items	126	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.5	1981	1.5	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	NA	Peromyscus maniculatus	no	NA	NA	NA	NA	NA	0.071	Items	126	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
Short-eared Owl	Asio flammeus	NA	Strigidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Ohio	Lake Erie	grassland	1.5	1981	1.5	1981	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	yes	NA	NA	NA	NA	NA	0.008	Items	126	20	1	pellet contents	NA	DR	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."
