Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	1	1959	1	1961	winter	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no			NA	NA	insects	0.203	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	1	1959	1	1959	winter	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	vegetation	green leafy material	0.633	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	1	1959	1	1959	winter	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	seed	seeds	0.163	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	2	1959	2	1959	winter	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no			NA	NA	insects	0.096	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	2	1959	2	1959	winter	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	vegetation	green leafy material	0.707	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	2	1959	2	1959	winter	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	seed	seeds	0.198	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	3	1959	3	1959	spring	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no			NA	NA	insects	0.316	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	3	1959	3	1959	spring	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	vegetation	green leafy material	0.576	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	3	1959	3	1959	spring	Plantae	Tracheophyta	NA	NA	NA	NA	NA	NA	no			NA	seed	seeds	0.108	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
Lesser Prairie-Chicken	Tympanuchus pallidicinctus	NA	Phasianidae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Oklahoma	Beaver County	grassland	4	1959	4	1959	spring	Animalia	Arthropoda	Insecta	NA	NA	NA	NA	NA	no			NA	NA	insects	0.319	Wt_or_Vol	NA	1129	2	fecal contents	1129 fecal samples in total were used to characterize diet	AR	"Jones, R. E. 1964b. Habitat used by Lesser Prairie Chickens for feeding related to seasonal behavior of plants in Beaver County, Oklahoma. Southwest. Nat. 9:111-117."
