Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Caryophyllaceae	NA	Holosteum umbellatum	no		NA	flower	NA	0.785	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Triticum aestivum	no		NA	seed	NA	0.0097	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Amaranthaceae	Chenopodium	NA	no		NA	seed	NA	0.0821	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	NA	NA	NA	NA	NA	NA	NA	no		NA	NA	Green Leaves	0.0894	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	Tracheophyta	Magnoliopsida	Geraniales	NA	Geraniaceae	NA	Erodium cicutarium	no		NA	seed	NA	0.0121	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Vicia	NA	no		NA	seed	NA	0.0072	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae	NA	NA	no		NA	NA	NA	0.0097	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	spring	Animalia	Arthropoda	Insecta	Coleoptera	Adephaga	Carabidae	NA	NA	no		NA	NA	NA	0.0048	Wt_or_Vol	NA	22	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Caryophyllaceae	NA	Holosteum umbellatum	no		NA	flower	NA	0.0155	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	NA	Triticum aestivum	no		NA	seed	NA	0.0791	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	NA	Amaranthaceae	Chenopodium	NA	no		NA	seed	NA	0.0466	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Boraginales	NA	Boraginaceae	NA	Amsinckia intermedia	no		NA	seed	NA	0.2556	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	NA	NA	NA	NA	NA	NA	NA	no		NA	NA	Green Leaves	0.0155	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	NA	Pisum sativum	no		NA	seed	NA	0.1059	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Poales	NA	Poaceae	Hordeum	NA	no		NA	seed	NA	0.1299	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Geraniales	NA	Geraniaceae	NA	Erodium cicutarium	no		NA	seed	NA	0.2232	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	NA	Helianthus annuus	no		NA	seed	NA	0.0268	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Fabales	NA	Fabaceae	Vicia	NA	no		NA	seed	NA	0.0466	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
California Quail	Callipepla californica	NA	Odontophoridae	eBird Clements Checklist v2017	NA	NA	NA	NA	NA	Washington	Southeastern Washington	NA	3	1967	9	1967	summer	Plantae	Tracheophyta	Magnoliopsida	Asterales	NA	Asteraceae	NA	Lactuca serriola	no		NA	seed	NA	0.0071	Wt_or_Vol	NA	31	NA	crop contents	diet data specified for immature and adult female California Quail	AR	"Anthony, R. G. 1970b. Food habits of California Quail in southeastern Washington during the breeding season. J. Wildl. Manage. 34:950-953."
