"TAXON_ORDER","PRIMARY_COM_NAME","SCI_NAME","Family"
26314,"Cobb's Wren","Troglodytes cobbi","Troglodytidae"
26315,"Socorro Wren","Troglodytes sissonii","Troglodytidae"
26316,"Clarion Wren","Troglodytes tanneri","Troglodytidae"
26317,"Rufous-browed Wren","Troglodytes rufociliatus","Troglodytidae"
26322,"Ochraceous Wren","Troglodytes ochraceus","Troglodytidae"
26326,"Mountain Wren","Troglodytes solstitialis","Troglodytidae"
26332,"Santa Marta Wren","Troglodytes monticola","Troglodytidae"
26333,"Tepui Wren","Troglodytes rufulus","Troglodytidae"
26339,"Eurasian Wren","Troglodytes troglodytes","Troglodytidae"
26369,"Pacific Wren","Troglodytes pacificus","Troglodytidae"
26385,"Winter Wren","Troglodytes hiemalis","Troglodytidae"
26389,"Timberline Wren","Thryorchilus browni","Troglodytidae"
26393,"Sedge Wren","Cistothorus stellaris","Troglodytidae"
26394,"Grass Wren","Cistothorus platensis","Troglodytidae"
26415,"Merida Wren","Cistothorus meridae","Troglodytidae"
26416,"Apolinar's Wren","Cistothorus apolinari","Troglodytidae"
26419,"Marsh Wren","Cistothorus palustris","Troglodytidae"
26438,"Carolina Wren","Thryothorus ludovicianus","Troglodytidae"
26451,"Bewick's Wren","Thryomanes bewickii","Troglodytidae"
26469,"White-headed Wren","Campylorhynchus albobrunneus","Troglodytidae"
26472,"Band-backed Wren","Campylorhynchus zonatus","Troglodytidae"
26481,"Gray-barred Wren","Campylorhynchus megalopterus","Troglodytidae"
26484,"Giant Wren","Campylorhynchus chiapensis","Troglodytidae"
26485,"Rufous-naped Wren","Campylorhynchus rufinucha","Troglodytidae"
26494,"Spotted Wren","Campylorhynchus gularis","Troglodytidae"
26495,"Boucard's Wren","Campylorhynchus jocosus","Troglodytidae"
26496,"Yucatan Wren","Campylorhynchus yucatanicus","Troglodytidae"
26497,"Cactus Wren","Campylorhynchus brunneicapillus","Troglodytidae"
26507,"Stripe-backed Wren","Campylorhynchus nuchalis","Troglodytidae"
26511,"Fasciated Wren","Campylorhynchus fasciatus","Troglodytidae"
26514,"Bicolored Wren","Campylorhynchus griseus","Troglodytidae"
26521,"Thrush-like Wren","Campylorhynchus turdinus","Troglodytidae"
26525,"Sooty-headed Wren","Pheugopedius spadix","Troglodytidae"
26528,"Black-bellied Wren","Pheugopedius fasciatoventris","Troglodytidae"
26532,"Plain-tailed Wren","Pheugopedius euophrys","Troglodytidae"
26539,"Inca Wren","Pheugopedius eisenmanni","Troglodytidae"
26540,"Whiskered Wren","Pheugopedius mystacalis","Troglodytidae"
26549,"Moustached Wren","Pheugopedius genibarbis","Troglodytidae"
26554,"Coraya Wren","Pheugopedius coraya","Troglodytidae"
26567,"Rufous-breasted Wren","Pheugopedius rutilus","Troglodytidae"
26575,"Spot-breasted Wren","Pheugopedius maculipectus","Troglodytidae"
26582,"Speckle-breasted Wren","Pheugopedius sclateri","Troglodytidae"
26586,"Happy Wren","Pheugopedius felix","Troglodytidae"
26593,"Black-throated Wren","Pheugopedius atrogularis","Troglodytidae"
26595,"Sinaloa Wren","Thryophilus sinaloa","Troglodytidae"
26599,"Banded Wren","Thryophilus pleurostictus","Troglodytidae"
26607,"Rufous-and-white Wren","Thryophilus rufalbus","Troglodytidae"
26613,"Antioquia Wren","Thryophilus sernai","Troglodytidae"
26614,"Niceforo's Wren","Thryophilus nicefori","Troglodytidae"
26615,"Stripe-breasted Wren","Cantorchilus thoracicus","Troglodytidae"
26616,"Stripe-throated Wren","Cantorchilus leucopogon","Troglodytidae"
26619,"Cabanis's Wren","Cantorchilus modestus","Troglodytidae"
26620,"Canebrake Wren","Cantorchilus zeledoni","Troglodytidae"
26622,"Isthmian Wren","Cantorchilus elutus","Troglodytidae"
26624,"Riverside Wren","Cantorchilus semibadius","Troglodytidae"
26625,"Bay Wren","Cantorchilus nigricapillus","Troglodytidae"
26635,"Superciliated Wren","Cantorchilus superciliaris","Troglodytidae"
26638,"Buff-breasted Wren","Cantorchilus leucotis","Troglodytidae"
26650,"Long-billed Wren","Cantorchilus longirostris","Troglodytidae"
26653,"Fawn-breasted Wren","Cantorchilus guarayanus","Troglodytidae"
26654,"Gray Wren","Cantorchilus griseus","Troglodytidae"
26656,"Rufous Wren","Cinnycerthia unirufa","Troglodytidae"
26660,"Sharpe's Wren","Cinnycerthia olivascens","Troglodytidae"
26663,"Peruvian Wren","Cinnycerthia peruana","Troglodytidae"
26664,"Fulvous Wren","Cinnycerthia fulva","Troglodytidae"
26669,"White-bellied Wren","Uropsila leucogastra","Troglodytidae"
26678,"White-breasted Wood-Wren","Henicorhina leucosticta","Troglodytidae"
26695,"Bar-winged Wood-Wren","Henicorhina leucoptera","Troglodytidae"
26696,"Gray-breasted Wood-Wren","Henicorhina leucophrys","Troglodytidae"
26712,"Hermit Wood-Wren","Henicorhina anachoreta","Troglodytidae"
26713,"Munchique Wood-Wren","Henicorhina negreti","Troglodytidae"
26715,"Chestnut-breasted Wren","Cyphorhinus thoracicus","Troglodytidae"
26718,"Song Wren","Cyphorhinus phaeocephalus","Troglodytidae"
26724,"Musician Wren","Cyphorhinus arada","Troglodytidae"
26732,"Spotted Elachura","Elachura formosa","Elachuridae"
26733,"White-throated Dipper","Cinclus cinclus","Cinclidae"
26747,"Brown Dipper","Cinclus pallasii","Cinclidae"
26751,"American Dipper","Cinclus mexicanus","Cinclidae"
26757,"White-capped Dipper","Cinclus leucocephalus","Cinclidae"
26761,"Rufous-throated Dipper","Cinclus schulzii","Cinclidae"
26762,"Red-billed Oxpecker","Buphagus erythrorynchus","Buphagidae"
26763,"Yellow-billed Oxpecker","Buphagus africanus","Buphagidae"
26767,"Stripe-sided Rhabdornis","Rhabdornis mystacalis","Sturnidae"
26770,"Long-billed Rhabdornis","Rhabdornis grandis","Sturnidae"
26771,"Stripe-breasted Rhabdornis","Rhabdornis inornatus","Sturnidae"
26775,"Visayan Rhabdornis","Rhabdornis rabori","Sturnidae"
26776,"Fiery-browed Myna","Enodes erythrophris","Sturnidae"
26777,"Finch-billed Myna","Scissirostrum dubium","Sturnidae"
26778,"Metallic Starling","Aplonis metallica","Sturnidae"
26785,"Yellow-eyed Starling","Aplonis mystacea","Sturnidae"
26786,"Tanimbar Starling","Aplonis crassa","Sturnidae"
26787,"Atoll Starling","Aplonis feadensis","Sturnidae"
26790,"Rennell Starling","Aplonis insularis","Sturnidae"
26791,"Long-tailed Starling","Aplonis magna","Sturnidae"
26794,"White-eyed Starling","Aplonis brunneicapillus","Sturnidae"
26795,"Brown-winged Starling","Aplonis grandis","Sturnidae"
26799,"Makira Starling","Aplonis dichroa","Sturnidae"
26800,"Rusty-winged Starling","Aplonis zelandica","Sturnidae"
26804,"Striated Starling","Aplonis striata","Sturnidae"
26807,"Pohnpei Starling","Aplonis pelzelni","Sturnidae"
26808,"Singing Starling","Aplonis cantoroides","Sturnidae"
26809,"Mountain Starling","Aplonis santovestris","Sturnidae"
26810,"Asian Glossy Starling","Aplonis panayensis","Sturnidae"
26825,"Moluccan Starling","Aplonis mysolensis","Sturnidae"
26828,"Short-tailed Starling","Aplonis minor","Sturnidae"
26829,"Micronesian Starling","Aplonis opaca","Sturnidae"
26837,"Polynesian Starling","Aplonis tabuensis","Sturnidae"
26851,"Samoan Starling","Aplonis atrifusca","Sturnidae"
26852,"Kosrae Starling","Aplonis corvina","Sturnidae"
26853,"Rarotonga Starling","Aplonis cinerascens","Sturnidae"
26854,"Mysterious Starling","Aplonis mavornata","Sturnidae"
26855,"Norfolk Starling","Aplonis fusca","Sturnidae"
26856,"Raiatea Starling","Aplonis ulietensis","Sturnidae"
26858,"Sulawesi Myna","Basilornis celebensis","Sturnidae"
26859,"Helmeted Myna","Basilornis galeatus","Sturnidae"
26860,"Long-crested Myna","Basilornis corythaix","Sturnidae"
26861,"Apo Myna","Goodfellowia miranda","Sturnidae"
26862,"Coleto","Sarcops calvus","Sturnidae"
26866,"White-necked Myna","Streptocitta albicollis","Sturnidae"
26869,"Bare-eyed Myna","Streptocitta albertinae","Sturnidae"
26870,"Yellow-faced Myna","Mino dumontii","Sturnidae"
26871,"Golden Myna","Mino anais","Sturnidae"
26875,"Long-tailed Myna","Mino kreffti","Sturnidae"
26876,"Golden-crested Myna","Ampeliceps coronatus","Sturnidae"
26877,"Sri Lanka Myna","Gracula ptilogenys","Sturnidae"
26878,"Common Hill Myna","Gracula religiosa","Sturnidae"
26887,"Southern Hill Myna","Gracula indica","Sturnidae"
26888,"Enggano Myna","Gracula enganensis","Sturnidae"
26889,"Nias Myna","Gracula robusta","Sturnidae"
26890,"European Starling","Sturnus vulgaris","Sturnidae"
26903,"Spotless Starling","Sturnus unicolor","Sturnidae"
26905,"Wattled Starling","Creatophora cinerea","Sturnidae"
26906,"Rosy Starling","Pastor roseus","Sturnidae"
26907,"Daurian Starling","Agropsar sturninus","Sturnidae"
26908,"Chestnut-cheeked Starling","Agropsar philippensis","Sturnidae"
26910,"Black-collared Starling","Gracupica nigricollis","Sturnidae"
26911,"Asian Pied Starling","Gracupica contra","Sturnidae"
26918,"White-faced Starling","Sturnornis albofrontatus","Sturnidae"
26919,"Bali Myna","Leucopsar rothschildi","Sturnidae"
26920,"Rodrigues Starling","Necropsar rodericanus","Sturnidae"
26921,"Reunion Starling","Fregilupus varius","Sturnidae"
26922,"White-shouldered Starling","Sturnia sinensis","Sturnidae"
26923,"Brahminy Starling","Sturnia pagodarum","Sturnidae"
26924,"Chestnut-tailed Starling","Sturnia malabarica","Sturnidae"
26927,"Malabar Starling","Sturnia blythii","Sturnidae"
26929,"White-headed Starling","Sturnia erythropygia","Sturnidae"
26933,"Red-billed Starling","Spodiopsar sericeus","Sturnidae"
26934,"White-cheeked Starling","Spodiopsar cineraceus","Sturnidae"
26935,"Common Myna","Acridotheres tristis","Sturnidae"
26938,"Bank Myna","Acridotheres ginginianus","Sturnidae"
26939,"Vinous-breasted Starling","Acridotheres burmannicus","Sturnidae"
26942,"Black-winged Starling","Acridotheres melanopterus","Sturnidae"
26946,"Jungle Myna","Acridotheres fuscus","Sturnidae"
26952,"Javan Myna","Acridotheres javanicus","Sturnidae"
26953,"Pale-bellied Myna","Acridotheres cinereus","Sturnidae"
26954,"Collared Myna","Acridotheres albocinctus","Sturnidae"
26955,"Great Myna","Acridotheres grandis","Sturnidae"
26959,"Crested Myna","Acridotheres cristatellus","Sturnidae"
26966,"Madagascar Starling","Hartlaubius auratus","Sturnidae"
26967,"Violet-backed Starling","Cinnyricinclus leucogaster","Sturnidae"
26971,"Slender-billed Starling","Onychognathus tenuirostris","Sturnidae"
26974,"Pale-winged Starling","Onychognathus nabouroup","Sturnidae"
26975,"Neumann's Starling","Onychognathus neumanni","Sturnidae"
26978,"Red-winged Starling","Onychognathus morio","Sturnidae"
26981,"Chestnut-winged Starling","Onychognathus fulgidus","Sturnidae"
26986,"Waller's Starling","Onychognathus walleri","Sturnidae"
26990,"Tristram's Starling","Onychognathus tristramii","Sturnidae"
26991,"White-billed Starling","Onychognathus albirostris","Sturnidae"
26992,"Bristle-crowned Starling","Onychognathus salvadorii","Sturnidae"
26993,"Somali Starling","Onychognathus blythii","Sturnidae"
26994,"Socotra Starling","Onychognathus frater","Sturnidae"
26995,"Spot-winged Starling","Saroglossa spilopterus","Sturnidae"
26996,"Babbling Starling","Neocichla gutturalis","Sturnidae"
26999,"White-collared Starling","Grafisia torquata","Sturnidae"
27000,"Magpie Starling","Speculipastor bicolor","Sturnidae"
27001,"Sharpe's Starling","Pholia sharpii","Sturnidae"
27002,"Abbott's Starling","Poeoptera femoralis","Sturnidae"
27003,"Narrow-tailed Starling","Poeoptera lugubris","Sturnidae"
27004,"Stuhlmann's Starling","Poeoptera stuhlmanni","Sturnidae"
27005,"Kenrick's Starling","Poeoptera kenricki","Sturnidae"
27008,"Black-bellied Starling","Notopholia corusca","Sturnidae"
27011,"Purple-headed Starling","Hylopsar purpureiceps","Sturnidae"
27012,"Copper-tailed Starling","Hylopsar cupreocauda","Sturnidae"
27013,"Hildebrandt's Starling","Lamprotornis hildebrandti","Sturnidae"
27014,"Shelley's Starling","Lamprotornis shelleyi","Sturnidae"
27015,"Burchell's Starling","Lamprotornis australis","Sturnidae"
27016,"Rüppell's Starling","Lamprotornis purpuroptera","Sturnidae"
27019,"Long-tailed Glossy Starling","Lamprotornis caudatus","Sturnidae"
27020,"Meves's Starling","Lamprotornis mevesii","Sturnidae"
27024,"Ashy Starling","Lamprotornis unicolor","Sturnidae"
27025,"Splendid Starling","Lamprotornis splendidus","Sturnidae"
27030,"Principe Starling","Lamprotornis ornatus","Sturnidae"
27031,"Golden-breasted Starling","Lamprotornis regius","Sturnidae"
27032,"Superb Starling","Lamprotornis superbus","Sturnidae"
27033,"Chestnut-bellied Starling","Lamprotornis pulcher","Sturnidae"
27034,"African Pied Starling","Lamprotornis bicolor","Sturnidae"
27035,"White-crowned Starling","Lamprotornis albicapillus","Sturnidae"
27038,"Fischer's Starling","Lamprotornis fischeri","Sturnidae"
27039,"Lesser Blue-eared Starling","Lamprotornis chloropterus","Sturnidae"
27042,"Sharp-tailed Starling","Lamprotornis acuticaudus","Sturnidae"
27045,"Greater Blue-eared Starling","Lamprotornis chalybaeus","Sturnidae"
27050,"Emerald Starling","Lamprotornis iris","Sturnidae"
27051,"Purple Starling","Lamprotornis purpureus","Sturnidae"
27054,"Cape Starling","Lamprotornis nitens","Sturnidae"
27055,"Bronze-tailed Starling","Lamprotornis chalcurus","Sturnidae"
27060,"Blue Mockingbird","Melanotis caerulescens","Mimidae"
27063,"Blue-and-white Mockingbird","Melanotis hypoleucus","Mimidae"
27064,"Black Catbird","Melanoptila glabrirostris","Mimidae"
27065,"Gray Catbird","Dumetella carolinensis","Mimidae"
27066,"White-breasted Thrasher","Ramphocinclus brachyurus","Mimidae"
27069,"Scaly-breasted Thrasher","Allenia fusca","Mimidae"
27075,"Pearly-eyed Thrasher","Margarops fuscatus","Mimidae"
27081,"Brown Trembler","Cinclocerthia ruficauda","Mimidae"
27086,"Gray Trembler","Cinclocerthia gutturalis","Mimidae"
27090,"Curve-billed Thrasher","Toxostoma curvirostre","Mimidae"
27100,"Ocellated Thrasher","Toxostoma ocellatum","Mimidae"
27103,"Brown Thrasher","Toxostoma rufum","Mimidae"
27106,"Long-billed Thrasher","Toxostoma longirostre","Mimidae"
27111,"Cozumel Thrasher","Toxostoma guttatum","Mimidae"
27112,"Bendire's Thrasher","Toxostoma bendirei","Mimidae"
27117,"Gray Thrasher","Toxostoma cinereum","Mimidae"
27120,"California Thrasher","Toxostoma redivivum","Mimidae"
27123,"LeConte's Thrasher","Toxostoma lecontei","Mimidae"
27128,"Crissal Thrasher","Toxostoma crissale","Mimidae"
27135,"Sage Thrasher","Oreoscoptes montanus","Mimidae"
27136,"Chilean Mockingbird","Mimus thenca","Mimidae"
27137,"Patagonian Mockingbird","Mimus patagonicus","Mimidae"
27138,"Chalk-browed Mockingbird","Mimus saturninus","Mimidae"
27143,"White-banded Mockingbird","Mimus triurus","Mimidae"
27144,"Brown-backed Mockingbird","Mimus dorsalis","Mimidae"
27145,"Bahama Mockingbird","Mimus gundlachii","Mimidae"
27148,"Galapagos Mockingbird","Mimus parvulus","Mimidae"
27155,"Floreana Mockingbird","Mimus trifasciatus","Mimidae"
27156,"Española Mockingbird","Mimus macdonaldi","Mimidae"
27157,"San Cristobal Mockingbird","Mimus melanotis","Mimidae"
27158,"Long-tailed Mockingbird","Mimus longicaudatus","Mimidae"
27163,"Socorro Mockingbird","Mimus graysoni","Mimidae"
27164,"Tropical Mockingbird","Mimus gilvus","Mimidae"
27176,"Northern Mockingbird","Mimus polyglottos","Mimidae"
27184,"Grandala","Grandala coelicolor","Turdidae"
27185,"Eastern Bluebird","Sialia sialis","Turdidae"
27195,"Western Bluebird","Sialia mexicana","Turdidae"
27203,"Mountain Bluebird","Sialia currucoides","Turdidae"
27207,"Rufous Flycatcher-Thrush","Neocossyphus fraseri","Turdidae"
27211,"Finsch's Flycatcher-Thrush","Neocossyphus finschi","Turdidae"
27212,"Red-tailed Ant-Thrush","Neocossyphus rufus","Turdidae"
27215,"White-tailed Ant-Thrush","Neocossyphus poensis","Turdidae"
27221,"Townsend's Solitaire","Myadestes townsendi","Turdidae"
27224,"Brown-backed Solitaire","Myadestes occidentalis","Turdidae"
27228,"Cuban Solitaire","Myadestes elisabeth","Turdidae"
27231,"Rufous-throated Solitaire","Myadestes genibarbis","Turdidae"
27239,"Black-faced Solitaire","Myadestes melanops","Turdidae"
27240,"Varied Solitaire","Myadestes coloratus","Turdidae"
27241,"Slate-colored Solitaire","Myadestes unicolor","Turdidae"
27244,"Andean Solitaire","Myadestes ralloides","Turdidae"
27250,"Kamao","Myadestes myadestinus","Turdidae"
27251,"Amaui","Myadestes woahensis","Turdidae"
27252,"Olomao","Myadestes lanaiensis","Turdidae"
27255,"Omao","Myadestes obscurus","Turdidae"
27256,"Puaiohi","Myadestes palmeri","Turdidae"
27257,"Long-tailed Thrush","Zoothera dixoni","Turdidae"
27258,"Alpine Thrush","Zoothera mollissima","Turdidae"
27259,"Himalayan Thrush","Zoothera salimalii","Turdidae"
27261,"Sichuan Thrush","Zoothera griseiceps","Turdidae"
27264,"Geomalia","Zoothera heinrichi","Turdidae"
27265,"Dark-sided Thrush","Zoothera marginata","Turdidae"
27266,"Long-billed Thrush","Zoothera monticola","Turdidae"
27269,"Everett's Thrush","Zoothera everetti","Turdidae"
27270,"Sunda Thrush","Zoothera andromedae","Turdidae"
27271,"White's Thrush","Zoothera aurea","Turdidae"
27274,"Scaly Thrush","Zoothera dauma","Turdidae"
27279,"Amami Thrush","Zoothera major","Turdidae"
27280,"Nilgiri Thrush","Zoothera neilgherriensis","Turdidae"
27281,"Sri Lanka Thrush","Zoothera imbricata","Turdidae"
27282,"Bonin Thrush","Zoothera terrestris","Turdidae"
27283,"Makira Thrush","Zoothera margaretae","Turdidae"
27284,"Guadalcanal Thrush","Zoothera turipavae","Turdidae"
27285,"Bassian Thrush","Zoothera lunulata","Turdidae"
27289,"New Britain Thrush","Zoothera talaseae","Turdidae"
27290,"Bougainville Thrush","Zoothera atrigena","Turdidae"
27291,"Russet-tailed Thrush","Zoothera heinei","Turdidae"
27298,"Fawn-breasted Thrush","Zoothera machiki","Turdidae"
27300,"Sulawesi Thrush","Cataponera turdoides","Turdidae"
27305,"Fruit-hunter","Chlamydochaera jefferyi","Turdidae"
27306,"Purple Cochoa","Cochoa purpurea","Turdidae"
27307,"Green Cochoa","Cochoa viridis","Turdidae"
27309,"Sumatran Cochoa","Cochoa beccarii","Turdidae"
27310,"Javan Cochoa","Cochoa azurea","Turdidae"
27311,"Varied Thrush","Ixoreus naevius","Turdidae"
27315,"Black-billed Nightingale-Thrush","Catharus gracilirostris","Turdidae"
27318,"Orange-billed Nightingale-Thrush","Catharus aurantiirostris","Turdidae"
27336,"Slaty-backed Nightingale-Thrush","Catharus fuscater","Turdidae"
27345,"Russet Nightingale-Thrush","Catharus occidentalis","Turdidae"
27350,"Ruddy-capped Nightingale-Thrush","Catharus frantzii","Turdidae"
27359,"Black-headed Nightingale-Thrush","Catharus mexicanus","Turdidae"
27363,"Yellow-throated Nightingale-Thrush","Catharus dryas","Turdidae"
27366,"Speckled Nightingale-Thrush","Catharus maculatus","Turdidae"
27369,"Veery","Catharus fuscescens","Turdidae"
27374,"Gray-cheeked Thrush","Catharus minimus","Turdidae"
27377,"Bicknell's Thrush","Catharus bicknelli","Turdidae"
27380,"Swainson's Thrush","Catharus ustulatus","Turdidae"
27389,"Hermit Thrush","Catharus guttatus","Turdidae"
27403,"Wood Thrush","Hylocichla mustelina","Turdidae"
27404,"Black Solitaire","Entomodestes coracinus","Turdidae"
27405,"White-eared Solitaire","Entomodestes leucotis","Turdidae"
27406,"Rufous-brown Solitaire","Cichlopsis leucogenys","Turdidae"
27411,"Aztec Thrush","Ridgwayia pinicola","Turdidae"
27412,"Siberian Thrush","Geokichla sibirica","Turdidae"
27415,"Pied Thrush","Geokichla wardii","Turdidae"
27416,"Spotted Ground-Thrush","Geokichla guttata","Turdidae"
27423,"Black-eared Ground-Thrush","Geokichla camaronensis","Turdidae"
27426,"Gray Ground-Thrush","Geokichla princei","Turdidae"
27429,"Crossley's Ground-Thrush","Geokichla crossleyi","Turdidae"
27432,"Oberländer's Ground-Thrush","Geokichla oberlaenderi","Turdidae"
27433,"Abyssinian Ground-Thrush","Geokichla piaggiae","Turdidae"
27441,"Orange Ground-Thrush","Geokichla gurneyi","Turdidae"
27447,"Spot-winged Thrush","Geokichla spiloptera","Turdidae"
27448,"Ashy Thrush","Geokichla cinerea","Turdidae"
27449,"Buru Thrush","Geokichla dumasi","Turdidae"
27450,"Seram Thrush","Geokichla joiceyi","Turdidae"
27451,"Chestnut-capped Thrush","Geokichla interpres","Turdidae"
27452,"Enggano Thrush","Geokichla leucolaema","Turdidae"
27453,"Chestnut-backed Thrush","Geokichla dohertyi","Turdidae"
27454,"Orange-banded Thrush","Geokichla peronii","Turdidae"
27457,"Slaty-backed Thrush","Geokichla schistacea","Turdidae"
27458,"Rusty-backed Thrush","Geokichla erythronota","Turdidae"
27461,"Red-and-black Thrush","Geokichla mendeni","Turdidae"
27462,"Orange-headed Thrush","Geokichla citrina","Turdidae"
27479,"Chinese Thrush","Otocichla mupinensis","Turdidae"
27480,"Groundscraper Thrush","Psophocichla litsitsirupa","Turdidae"
27486,"Mistle Thrush","Turdus viscivorus","Turdidae"
27490,"Song Thrush","Turdus philomelos","Turdidae"
27495,"Abyssinian Thrush","Turdus abyssinicus","Turdidae"
27503,"Taita Thrush","Turdus helleri","Turdidae"
27504,"Usambara Thrush","Turdus roehli","Turdidae"
27505,"Redwing","Turdus iliacus","Turdidae"
27508,"Mountain Thrush","Turdus plebejus","Turdidae"
27511,"Eurasian Blackbird","Turdus merula","Turdidae"
27519,"Pale-breasted Thrush","Turdus leucomelas","Turdidae"
27523,"Cocoa Thrush","Turdus fumigatus","Turdidae"
27529,"Hauxwell's Thrush","Turdus hauxwelli","Turdidae"
27530,"Yellow-legged Thrush","Turdus flavipes","Turdidae"
27536,"Pale-vented Thrush","Turdus obsoletus","Turdidae"
27540,"White-throated Thrush","Turdus assimilis","Turdidae"
27553,"White-necked Thrush","Turdus albicollis","Turdidae"
27563,"Rufous-bellied Thrush","Turdus rufiventris","Turdidae"
27566,"Clay-colored Thrush","Turdus grayi","Turdidae"
27573,"Spectacled Thrush","Turdus nudigenis","Turdidae"
27576,"Ecuadorian Thrush","Turdus maculirostris","Turdidae"
27577,"Varzea Thrush","Turdus sanchezorum","Turdidae"
27579,"Unicolored Thrush","Turdus haplochrous","Turdidae"
27580,"Somali Thrush","Turdus ludoviciae","Turdidae"
27581,"Chinese Blackbird","Turdus mandarinus","Turdidae"
27584,"African Bare-eyed Thrush","Turdus tephronotus","Turdidae"
27585,"Kurrichane Thrush","Turdus libonyana","Turdidae"
27590,"Comoro Thrush","Turdus bewsheri","Turdidae"
27594,"Yemen Thrush","Turdus menachensis","Turdidae"
27595,"Olive Thrush","Turdus olivaceus","Turdidae"
27602,"Karoo Thrush","Turdus smithi","Turdidae"
27604,"Forest Thrush","Turdus lherminieri","Turdidae"
27609,"Pale-eyed Thrush","Turdus leucops","Turdidae"
27610,"White-eyed Thrush","Turdus jamaicensis","Turdidae"
27611,"La Selle Thrush","Turdus swalesi","Turdidae"
27614,"Black Thrush","Turdus infuscatus","Turdidae"
27615,"Sooty Thrush","Turdus nigrescens","Turdidae"
27616,"American Robin","Turdus migratorius","Turdidae"
27626,"Rufous-backed Robin","Turdus rufopalliatus","Turdidae"
27629,"Rufous-collared Robin","Turdus rufitorques","Turdidae"
27630,"Austral Thrush","Turdus falcklandii","Turdidae"
27635,"Plumbeous-backed Thrush","Turdus reevei","Turdidae"
27636,"Blacksmith Thrush","Turdus subalaris","Turdidae"
27637,"Lawrence's Thrush","Turdus lawrencii","Turdidae"
27638,"Pantepui Thrush","Turdus murinus","Turdidae"
27639,"Tristan Thrush","Turdus eremita","Turdidae"
27643,"Creamy-bellied Thrush","Turdus amaurochalinus","Turdidae"
27644,"Black-billed Thrush","Turdus ignobilis","Turdidae"
27649,"Campina Thrush","Turdus arthuri","Turdidae"
27652,"Marañon Thrush","Turdus maranonicus","Turdidae"
27653,"Chestnut-bellied Thrush","Turdus fulviventris","Turdidae"
27654,"Black-hooded Thrush","Turdus olivater","Turdidae"
27663,"Great Thrush","Turdus fuscater","Turdidae"
27671,"Chiguanco Thrush","Turdus chiguanco","Turdidae"
27676,"Andean Slaty Thrush","Turdus nigriceps","Turdidae"
27677,"Glossy-black Thrush","Turdus serranus","Turdidae"
27683,"Principe Thrush","Turdus xanthorhynchus","Turdidae"
27684,"Sao Tome Thrush","Turdus olivaceofuscus","Turdidae"
27685,"White-chinned Thrush","Turdus aurantius","Turdidae"
27686,"Grand Cayman Thrush","Turdus ravidus","Turdidae"
27687,"Red-legged Thrush","Turdus plumbeus","Turdidae"
27696,"African Thrush","Turdus pelios","Turdidae"
27710,"Taiwan Thrush","Turdus niveiceps","Turdidae"
27711,"Gray-winged Blackbird","Turdus boulboul","Turdidae"
27712,"Indian Blackbird","Turdus simillimus","Turdidae"
27718,"Japanese Thrush","Turdus cardis","Turdidae"
27719,"Gray-backed Thrush","Turdus hortulorum","Turdidae"
27720,"Tickell's Thrush","Turdus unicolor","Turdidae"
27721,"Black-breasted Thrush","Turdus dissimilis","Turdidae"
27722,"Gray-sided Thrush","Turdus feae","Turdidae"
27723,"Eyebrowed Thrush","Turdus obscurus","Turdidae"
27725,"Brown-headed Thrush","Turdus chrysolaus","Turdidae"
27728,"Izu Thrush","Turdus celaenops","Turdidae"
27729,"Pale Thrush","Turdus pallidus","Turdidae"
27730,"Island Thrush","Turdus poliocephalus","Turdidae"
27788,"White-backed Thrush","Turdus kessleri","Turdidae"
27789,"Tibetan Blackbird","Turdus maximus","Turdidae"
27790,"Fieldfare","Turdus pilaris","Turdidae"
27791,"White-collared Blackbird","Turdus albocinctus","Turdidae"
27792,"Chestnut Thrush","Turdus rubrocanus","Turdidae"
27795,"Ring Ouzel","Turdus torquatus","Turdidae"
27799,"Black-throated Thrush","Turdus atrogularis","Turdidae"
27800,"Red-throated Thrush","Turdus ruficollis","Turdidae"
27802,"Dusky Thrush","Turdus eunomus","Turdidae"
27803,"Naumann's Thrush","Turdus naumanni","Turdidae"
27808,"Gray-streaked Flycatcher","Muscicapa griseisticta","Muscicapidae"
27809,"Dark-sided Flycatcher","Muscicapa sibirica","Muscicapidae"
27815,"Ferruginous Flycatcher","Muscicapa ferruginea","Muscicapidae"
27816,"Asian Brown Flycatcher","Muscicapa dauurica","Muscicapidae"
27819,"Ashy-breasted Flycatcher","Muscicapa randi","Muscicapidae"
27820,"Sumba Brown Flycatcher","Muscicapa segregata","Muscicapidae"
27821,"Brown-breasted Flycatcher","Muscicapa muttui","Muscicapidae"
27822,"Sulawesi Brown Flycatcher","Muscicapa sodhii","Muscicapidae"
27823,"Brown-streaked Flycatcher","Muscicapa williamsoni","Muscicapidae"
27827,"African Dusky Flycatcher","Muscicapa adusta","Muscicapidae"
27838,"Little Flycatcher","Muscicapa epulata","Muscicapidae"
27839,"Yellow-footed Flycatcher","Muscicapa sethsmithi","Muscicapidae"
27840,"Spotted Flycatcher","Muscicapa striata","Muscicapidae"
27850,"Gambaga Flycatcher","Muscicapa gambagae","Muscicapidae"
27851,"Swamp Flycatcher","Muscicapa aquatica","Muscicapidae"
27856,"Cassin's Flycatcher","Muscicapa cassini","Muscicapidae"
27858,"Böhm's Flycatcher","Bradornis boehmi","Muscicapidae"
27859,"Ussher's Flycatcher","Bradornis ussheri","Muscicapidae"
