Order,CommonName,SciName,Status
546,Bald Eagle,Haliaeetus leucocephalus,
547,White-tailed Eagle,Haliaeetus albicilla,
548,Steller's Sea-Eagle,Haliaeetus pelagicus,Rare/Accidental Vulnerable
549,Crane Hawk,Geranospiza caerulescens,Rare/Accidental
550,Common Black Hawk,Buteogallus anthracinus,
551,Great Black Hawk,Buteogallus urubitinga,Rare/Accidental
552,Roadside Hawk,Rupornis magnirostris,Rare/Accidental
553,Harris's Hawk,Parabuteo unicinctus,
554,White-tailed Hawk,Geranoaetus albicaudatus,
555,Variable Hawk,Geranoaetus polyosoma,Rare/Accidental
556,Gray Hawk,Buteo plagiatus,
557,Gray-lined Hawk,Buteo nitidus,
558,Red-shouldered Hawk,Buteo lineatus,
559,Broad-winged Hawk,Buteo platypterus,
560,Hawaiian Hawk,Buteo solitarius,Near-threatened
561,Short-tailed Hawk,Buteo brachyurus,
562,Swainson's Hawk,Buteo swainsoni,
563,Zone-tailed Hawk,Buteo albonotatus,
564,Red-tailed Hawk,Buteo jamaicensis,
565,Rough-legged Hawk,Buteo lagopus,
566,Ferruginous Hawk,Buteo regalis,
567,Common Buzzard,Buteo buteo,Rare/Accidental
568,Eastern Buzzard,Buteo japonicus,
569,Long-legged Buzzard,Buteo rufinus,Rare/Accidental
570,Barn Owl,Tyto alba,
571,Oriental Scops-Owl,Otus sunia,
572,Flammulated Owl,Psiloscops flammeolus,
573,Whiskered Screech-Owl,Megascops trichopsis,
574,Western Screech-Owl,Megascops kennicottii,
575,Eastern Screech-Owl,Megascops asio,
576,Spectacled Owl,Pulsatrix perspicillata,Introduced species
577,Great Horned Owl,Bubo virginianus,
578,Snowy Owl,Bubo scandiacus,Vulnerable
579,Northern Hawk Owl,Surnia ulula,
580,Northern Pygmy-Owl,Glaucidium gnoma,
581,Ferruginous Pygmy-Owl,Glaucidium brasilianum,
582,Elf Owl,Micrathene whitneyi,
583,Burrowing Owl,Athene cunicularia,
584,Mottled Owl,Ciccaba virgata,Rare/Accidental
585,Spotted Owl,Strix occidentalis,Near-threatened
586,Barred Owl,Strix varia,
587,Great Gray Owl,Strix nebulosa,
588,Long-eared Owl,Asio otus,
589,Stygian Owl,Asio stygius,Rare/Accidental
590,Short-eared Owl,Asio flammeus,
591,Boreal Owl,Aegolius funereus,
592,Northern Saw-whet Owl,Aegolius acadicus,
593,Northern Boobook,Ninox japonica,Rare/Accidental
594,Eared Quetzal,Euptilotis neoxenus,Rare/Accidental
595,Elegant Trogon,Trogon elegans,
596,Eurasian Hoopoe,Upupa epops,
597,Ringed Kingfisher,Megaceryle torquata,
598,Belted Kingfisher,Megaceryle alcyon,
599,Amazon Kingfisher,Chloroceryle amazona,Rare/Accidental
600,Green Kingfisher,Chloroceryle americana,
601,Eurasian Wryneck,Jynx torquilla,
602,Williamson's Sapsucker,Sphyrapicus thyroideus,
603,Yellow-bellied Sapsucker,Sphyrapicus varius,
604,Red-naped Sapsucker,Sphyrapicus nuchalis,
605,Red-breasted Sapsucker,Sphyrapicus ruber,
606,Lewis's Woodpecker,Melanerpes lewis,
607,Red-headed Woodpecker,Melanerpes erythrocephalus,Near-threatened
608,Acorn Woodpecker,Melanerpes formicivorus,
609,Gila Woodpecker,Melanerpes uropygialis,
610,Golden-fronted Woodpecker,Melanerpes aurifrons,
611,Red-bellied Woodpecker,Melanerpes carolinus,
612,American Three-toed Woodpecker,Picoides dorsalis,
613,Black-backed Woodpecker,Picoides arcticus,
614,Great Spotted Woodpecker,Dendrocopos major,Rare/Accidental
615,Downy Woodpecker,Dryobates pubescens,
616,Nuttall's Woodpecker,Dryobates nuttallii,
617,Ladder-backed Woodpecker,Dryobates scalaris,
618,Red-cockaded Woodpecker,Dryobates borealis,Near-threatened
619,Hairy Woodpecker,Dryobates villosus,
620,White-headed Woodpecker,Dryobates albolarvatus,
621,Arizona Woodpecker,Dryobates arizonae,
622,Ivory-billed Woodpecker,Campephilus principalis,Critically endangered (possibly extinct)
623,Pileated Woodpecker,Dryocopus pileatus,
624,Northern Flicker,Colaptes auratus,
625,Gilded Flicker,Colaptes chrysoides,
626,Collared Forest-Falcon,Micrastur semitorquatus,Rare/Accidental
627,Crested Caracara,Caracara cheriway,
628,Eurasian Kestrel,Falco tinnunculus,
629,American Kestrel,Falco sparverius,
630,Red-footed Falcon,Falco vespertinus,Rare/Accidental Near-threatened
631,Merlin,Falco columbarius,
632,Eurasian Hobby,Falco subbuteo,
633,Aplomado Falcon,Falco femoralis,
634,Gyrfalcon,Falco rusticolus,
635,Peregrine Falcon,Falco peregrinus,
636,Prairie Falcon,Falco mexicanus,
637,Galah,Eolophus roseicapilla,Introduced species
638,Tanimbar Corella,Cacatua goffiniana,Introduced species Near-threatened
639,Sulphur-crested Cockatoo,Cacatua galerita,Introduced species
640,Salmon-crested Cockatoo,Cacatua moluccensis,Introduced species Vulnerable
641,Eclectus Parrot,Eclectus roratus,Introduced species
642,Alexandrine Parakeet,Psittacula eupatria,Introduced species Near-threatened
643,Rose-ringed Parakeet,Psittacula krameri,Introduced species (non established)
644,Plum-headed Parakeet,Psittacula cyanocephala,Introduced species
645,Blossom-headed Parakeet,Psittacula roseata,Introduced species Near-threatened
646,Pale-headed Rosella,Platycercus adscitus,Introduced species (non established)
647,Budgerigar,Melopsittacus undulatus,Introduced species
648,Chattering Lory,Lorius garrulus,Introduced species Vulnerable
649,Rainbow Lorikeet,Trichoglossus haematodus,Introduced species
650,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Introduced species
651,Rosy-faced Lovebird,Agapornis roseicollis,Introduced species
652,Fischer's Lovebird,Agapornis fischeri,Introduced species Near-threatened
653,Yellow-collared Lovebird,Agapornis personatus,Introduced species
654,Gray Parrot,Psittacus erithacus,Introduced species
655,Rüppell's Parrot,Poicephalus rueppellii,Introduced species
656,Senegal Parrot,Poicephalus senegalus,Introduced species
657,Monk Parakeet,Myiopsitta monachus,Introduced species
658,Tui Parakeet,Brotogeris sanctithomae,Introduced species
659,White-winged Parakeet,Brotogeris versicolurus,Introduced species
660,Yellow-chevroned Parakeet,Brotogeris chiriri,Introduced species (non established)
661,Orange-chinned Parakeet,Brotogeris jugularis,Introduced species
662,White-crowned Parrot,Pionus senilis,Introduced species
663,Festive Parrot,Amazona festiva,Introduced species
664,Red-spectacled Parrot,Amazona pretrei,Introduced species Vulnerable
665,Red-crowned Parrot,Amazona viridigenalis,Introduced species Endangered
666,Lilac-crowned Parrot,Amazona finschi,Introduced species (non established) Endangered
667,Red-lored Parrot,Amazona autumnalis,Introduced species
668,Yellow-naped Parrot,Amazona auropalliata,Introduced species Endangered
669,Yellow-headed Parrot,Amazona oratrix,Extirpated Endangered
670,Yellow-shouldered Parrot,Amazona barbadensis,Introduced species Vulnerable
671,Turquoise-fronted Parrot,Amazona aestiva,Introduced species
672,White-fronted Parrot,Amazona albifrons,Introduced species
673,Hispaniolan Parrot,Amazona ventralis,Introduced species Vulnerable
674,Mealy Parrot,Amazona farinosa,Introduced species
675,Orange-winged Parrot,Amazona amazonica,Introduced species
676,Maroon-bellied Parakeet,Pyrrhura frontalis,Introduced species
677,Green-cheeked Parakeet,Pyrrhura molinae,Introduced species
678,Burrowing Parakeet,Cyanoliseus patagonus,Introduced species
679,Hyacinth Macaw,Anodorhynchus hyacinthinus,Introduced species Vulnerable
680,Thick-billed Parrot,Rhynchopsitta pachyrhyncha,Rare/Accidental Endangered
681,Maroon-fronted Parrot,Rhynchopsitta terrisi,Introduced species Endangered
682,Orange-fronted Parakeet,Eupsittula canicularis,Introduced species
683,Peach-fronted Parakeet,Eupsittula aurea,Introduced species
684,Brown-throated Parakeet,Eupsittula pertinax,Introduced species
685,Carolina Parakeet,Conuropsis carolinensis,Extinct
686,Dusky-headed Parakeet,Aratinga weddellii,Introduced species
687,Nanday Parakeet,Aratinga nenday,Introduced species
688,Yellow-collared Macaw,Primolius auricollis,Introduced species
689,Blue-and-yellow Macaw,Ara ararauna,Introduced species
690,Military Macaw,Ara militaris,Introduced species Vulnerable
691,Scarlet Macaw,Ara macao,Introduced species
692,Chestnut-fronted Macaw,Ara severus,Introduced species
693,Blue-crowned Parakeet,Thectocercus acuticaudatus,Introduced species
694,Red-shouldered Macaw,Diopsittaca nobilis,Introduced species
695,Crimson-fronted Parakeet,Psittacara finschi,Introduced species
696,Scarlet-fronted Parakeet,Psittacara wagleri,Introduced species
697,Mitred Parakeet,Psittacara mitratus,Introduced species (non established)
698,Red-masked Parakeet,Psittacara erythrogenys,Introduced species Near-threatened
699,White-eyed Parakeet,Psittacara leucophthalmus,Introduced species
700,Hispaniolan Parakeet,Psittacara chloropterus,
701,Barred Antshrike,Thamnophilus doliatus,Rare/Accidental
702,Northern Beardless-Tyrannulet,Camptostoma imberbe,
703,Greenish Elaenia,Myiopagis viridicata,Rare/Accidental
704,Caribbean Elaenia,Elaenia martinica,Rare/Accidental
705,White-crested Elaenia,Elaenia albiceps,Rare/Accidental
706,Tufted Flycatcher,Mitrephanes phaeocercus,Rare/Accidental
707,Olive-sided Flycatcher,Contopus cooperi,Near-threatened
708,Greater Pewee,Contopus pertinax,
709,Western Wood-Pewee,Contopus sordidulus,
710,Eastern Wood-Pewee,Contopus virens,
711,Cuban Pewee,Contopus caribaeus,Rare/Accidental
712,Yellow-bellied Flycatcher,Empidonax flaviventris,
713,Acadian Flycatcher,Empidonax virescens,
714,Alder Flycatcher,Empidonax alnorum,
715,Willow Flycatcher,Empidonax traillii,
716,Least Flycatcher,Empidonax minimus,
717,Hammond's Flycatcher,Empidonax hammondii,
718,Gray Flycatcher,Empidonax wrightii,
719,Dusky Flycatcher,Empidonax oberholseri,
720,Pacific-slope Flycatcher,Empidonax difficilis,
721,Cordilleran Flycatcher,Empidonax occidentalis,
722,Buff-breasted Flycatcher,Empidonax fulvifrons,
723,Black Phoebe,Sayornis nigricans,
724,Eastern Phoebe,Sayornis phoebe,
725,Say's Phoebe,Sayornis saya,
726,Vermilion Flycatcher,Pyrocephalus rubinus,
727,Dusky-capped Flycatcher,Myiarchus tuberculifer,
728,Ash-throated Flycatcher,Myiarchus cinerascens,
729,Nutting's Flycatcher,Myiarchus nuttingi,Rare/Accidental
730,Great Crested Flycatcher,Myiarchus crinitus,
731,Brown-crested Flycatcher,Myiarchus tyrannulus,
732,La Sagra's Flycatcher,Myiarchus sagrae,Rare/Accidental
733,Great Kiskadee,Pitangus sulphuratus,
734,Social Flycatcher,Myiozetetes similis,Rare/Accidental
735,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,
736,Piratic Flycatcher,Legatus leucophaius,
737,Variegated Flycatcher,Empidonomus varius,Rare/Accidental
738,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,Rare/Accidental
739,Tropical Kingbird,Tyrannus melancholicus,
740,Couch's Kingbird,Tyrannus couchii,
741,Cassin's Kingbird,Tyrannus vociferans,
742,Thick-billed Kingbird,Tyrannus crassirostris,
743,Western Kingbird,Tyrannus verticalis,
744,Eastern Kingbird,Tyrannus tyrannus,
745,Gray Kingbird,Tyrannus dominicensis,
746,Loggerhead Kingbird,Tyrannus caudifasciatus,Rare/Accidental
747,Scissor-tailed Flycatcher,Tyrannus forficatus,
748,Fork-tailed Flycatcher,Tyrannus savana,Rare/Accidental
749,Masked Tityra,Tityra semifasciata,Rare/Accidental
750,Gray-collared Becard,Pachyramphus major,Rare/Accidental
751,Rose-throated Becard,Pachyramphus aglaiae,
752,Red-backed Shrike,Lanius collurio,Rare/Accidental
753,Brown Shrike,Lanius cristatus,
754,Loggerhead Shrike,Lanius ludovicianus,Near-threatened
755,Northern Shrike,Lanius borealis,
756,Black-capped Vireo,Vireo atricapilla,Vulnerable
757,White-eyed Vireo,Vireo griseus,
758,Thick-billed Vireo,Vireo crassirostris,Rare/Accidental
759,Cuban Vireo,Vireo gundlachii,Rare/Accidental
760,Bell's Vireo,Vireo bellii,Near-threatened
761,Gray Vireo,Vireo vicinior,
762,Hutton's Vireo,Vireo huttoni,
763,Yellow-throated Vireo,Vireo flavifrons,
764,Cassin's Vireo,Vireo cassinii,
765,Blue-headed Vireo,Vireo solitarius,
766,Plumbeous Vireo,Vireo plumbeus,
767,Philadelphia Vireo,Vireo philadelphicus,
768,Warbling Vireo,Vireo gilvus,
769,Red-eyed Vireo,Vireo olivaceus,
770,Yellow-green Vireo,Vireo flavoviridis,
771,Black-whiskered Vireo,Vireo altiloquus,
772,Yucatan Vireo,Vireo magister,Rare/Accidental
773,Hawaii Elepaio,Chasiempis sandwichensis,Vulnerable
774,Kauai Elepaio,Chasiempis sclateri,Endemic Vulnerable
775,Oahu Elepaio,Chasiempis ibidis,Endemic Endangered
776,Canada Jay,Perisoreus canadensis,
777,Black-throated Magpie-Jay,Calocitta colliei,Introduced species (non established)
778,Brown Jay,Psilorhinus morio,
779,Green Jay,Cyanocorax yncas,
780,Azure Jay,Cyanocorax caeruleus,Introduced species Near-threatened
781,Pinyon Jay,Gymnorhinus cyanocephalus,Vulnerable
782,Steller's Jay,Cyanocitta stelleri,
783,Blue Jay,Cyanocitta cristata,
784,Florida Scrub-Jay,Aphelocoma coerulescens,Vulnerable
785,Island Scrub-Jay,Aphelocoma insularis,
786,California Scrub-Jay,Aphelocoma californica,
787,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,
788,Mexican Jay,Aphelocoma wollweberi,
789,Black-billed Magpie,Pica hudsonia,
790,Yellow-billed Magpie,Pica nuttalli,Near-threatened
791,Clark's Nutcracker,Nucifraga columbiana,
792,Eurasian Jackdaw,Corvus monedula,Rare/Accidental
793,American Crow,Corvus brachyrhynchos,
794,Northwestern Crow,Corvus caurinus,
795,Tamaulipas Crow,Corvus imparatus,Rare/Accidental
796,Fish Crow,Corvus ossifragus,
797,Hawaiian Crow,Corvus hawaiiensis,Extinct in the wild
798,Chihuahuan Raven,Corvus cryptoleucus,
799,Common Raven,Corvus corax,
800,Horned Lark,Eremophila alpestris,
801,Eurasian Skylark,Alauda arvensis,
802,Northern Rough-winged Swallow,Stelgidopteryx serripennis,
803,Purple Martin,Progne subis,
804,Cuban Martin,Progne cryptoleuca,Rare/Accidental
805,Gray-breasted Martin,Progne chalybea,Rare/Accidental
806,Southern Martin,Progne elegans,
807,Brown-chested Martin,Progne tapera,Rare/Accidental
808,Tree Swallow,Tachycineta bicolor,
809,Mangrove Swallow,Tachycineta albilinea,Rare/Accidental
810,Violet-green Swallow,Tachycineta thalassina,
811,Bahama Swallow,Tachycineta cyaneoviridis,Rare/Accidental Endangered
812,Bank Swallow,Riparia riparia,
813,Barn Swallow,Hirundo rustica,
814,Cliff Swallow,Petrochelidon pyrrhonota,
815,Cave Swallow,Petrochelidon fulva,
816,Common House-Martin,Delichon urbicum,
817,Varied Tit,Sittiparus varius,Extirpated
818,Carolina Chickadee,Poecile carolinensis,
819,Black-capped Chickadee,Poecile atricapillus,
820,Mountain Chickadee,Poecile gambeli,
821,Mexican Chickadee,Poecile sclateri,
822,Chestnut-backed Chickadee,Poecile rufescens,
823,Boreal Chickadee,Poecile hudsonicus,
824,Gray-headed Chickadee,Poecile cinctus,
825,Bridled Titmouse,Baeolophus wollweberi,
826,Oak Titmouse,Baeolophus inornatus,
827,Juniper Titmouse,Baeolophus ridgwayi,
828,Tufted Titmouse,Baeolophus bicolor,
829,Black-crested Titmouse,Baeolophus atricristatus,
830,Japanese Tit,Parus minor,
831,Verdin,Auriparus flaviceps,
832,Bushtit,Psaltriparus minimus,
833,Red-breasted Nuthatch,Sitta canadensis,
834,White-breasted Nuthatch,Sitta carolinensis,
835,Pygmy Nuthatch,Sitta pygmaea,
836,Brown-headed Nuthatch,Sitta pusilla,
837,Brown Creeper,Certhia americana,
838,Rock Wren,Salpinctes obsoletus,
839,Canyon Wren,Catherpes mexicanus,
840,House Wren,Troglodytes aedon,
841,Eurasian Wren,Troglodytes troglodytes,
842,Pacific Wren,Troglodytes pacificus,
843,Winter Wren,Troglodytes hiemalis,
844,Sedge Wren,Cistothorus platensis,
845,Marsh Wren,Cistothorus palustris,
846,Carolina Wren,Thryothorus ludovicianus,
847,Bewick's Wren,Thryomanes bewickii,
848,Cactus Wren,Campylorhynchus brunneicapillus,
849,Sinaloa Wren,Thryophilus sinaloa,Rare/Accidental
850,Blue-gray Gnatcatcher,Polioptila caerulea,
851,California Gnatcatcher,Polioptila californica,
852,Black-tailed Gnatcatcher,Polioptila melanura,
853,Black-capped Gnatcatcher,Polioptila nigriceps,
854,American Dipper,Cinclus mexicanus,
855,Red-vented Bulbul,Pycnonotus cafer,Introduced species
856,Red-whiskered Bulbul,Pycnonotus jocosus,Introduced species
857,Golden-crowned Kinglet,Regulus satrapa,
858,Ruby-crowned Kinglet,Regulus calendula,
859,Japanese Bush Warbler,Horornis diphone,Introduced species
860,Wood Warbler,Phylloscopus sibilatrix,
861,Yellow-browed Warbler,Phylloscopus inornatus,Rare/Accidental
862,Pallas's Leaf Warbler,Phylloscopus proregulus,Rare/Accidental
863,Dusky Warbler,Phylloscopus fuscatus,Rare/Accidental
864,Willow Warbler,Phylloscopus trochilus,Rare/Accidental
865,Common Chiffchaff,Phylloscopus collybita,Rare/Accidental
866,Arctic Warbler,Phylloscopus borealis,
867,Kamchatka Leaf Warbler,Phylloscopus examinandus,Rare/Accidental
868,Thick-billed Warbler,Arundinax aedon,Rare/Accidental
869,Sedge Warbler,Acrocephalus schoenobaenus,Rare/Accidental
870,Blyth's Reed Warbler,Acrocephalus dumetorum,Rare/Accidental
871,Millerbird,Acrocephalus familiaris,Critically endangered
872,Middendorff's Grasshopper-Warbler,Locustella ochotensis,
873,Lanceolated Warbler,Locustella lanceolata,
874,Eurasian River Warbler,Locustella fluviatilis,Rare/Accidental
875,Lesser Whitethroat,Sylvia curruca,Rare/Accidental
876,Wrentit,Chamaea fasciata,
877,Japanese White-eye,Zosterops japonicus,Introduced species
878,Chinese Hwamei,Garrulax canorus,Introduced species
879,Gray-sided Laughingthrush,Ianthocincla caerulata,Extirpated
880,Red-billed Leiothrix,Leiothrix lutea,Introduced species
881,Gray-streaked Flycatcher,Muscicapa griseisticta,
882,Dark-sided Flycatcher,Muscicapa sibirica,
883,Asian Brown Flycatcher,Muscicapa dauurica,
884,Spotted Flycatcher,Muscicapa striata,Rare/Accidental
885,White-rumped Shama,Copsychus malabaricus,Introduced species
886,European Robin,Erithacus rubecula,Rare/Accidental
887,Rufous-tailed Robin,Larvivora sibilans,Rare/Accidental
888,Siberian Blue Robin,Larvivora cyane,
889,Bluethroat,Luscinia svecica,
890,Siberian Rubythroat,Calliope calliope,
891,Red-flanked Bluetail,Tarsiger cyanurus,
892,Narcissus Flycatcher,Ficedula narcissina,
893,Mugimaki Flycatcher,Ficedula mugimaki,Rare/Accidental
894,Taiga Flycatcher,Ficedula albicilla,
895,Common Redstart,Phoenicurus phoenicurus,Rare/Accidental
896,Blue Rock-Thrush,Monticola solitarius,
897,Siberian Stonechat,Saxicola maurus,Rare/Accidental
898,Northern Wheatear,Oenanthe oenanthe,
899,Pied Wheatear,Oenanthe pleschanka,Rare/Accidental
900,Eastern Bluebird,Sialia sialis,
901,Western Bluebird,Sialia mexicana,
902,Mountain Bluebird,Sialia currucoides,
903,Townsend's Solitaire,Myadestes townsendi,
904,Kamao,Myadestes myadestinus,Extinct
905,Amaui,Myadestes woahensis,Endemic Extinct
906,Olomao,Myadestes lanaiensis,Critically endangered (possibly extinct)
907,Omao,Myadestes obscurus,Vulnerable
908,Puaiohi,Myadestes palmeri,Critically endangered
909,Varied Thrush,Ixoreus naevius,
910,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,Rare/Accidental
911,Black-headed Nightingale-Thrush,Catharus mexicanus,Rare/Accidental
912,Veery,Catharus fuscescens,
913,Gray-cheeked Thrush,Catharus minimus,
914,Bicknell's Thrush,Catharus bicknelli,Vulnerable
915,Swainson's Thrush,Catharus ustulatus,
916,Hermit Thrush,Catharus guttatus,
917,Wood Thrush,Hylocichla mustelina,Near-threatened
918,Aztec Thrush,Ridgwayia pinicola,Rare/Accidental
919,Mistle Thrush,Turdus viscivorus,Rare/Accidental
920,Song Thrush,Turdus philomelos,Rare/Accidental
921,Redwing,Turdus iliacus,Rare/Accidental Near-threatened
922,Eurasian Blackbird,Turdus merula,Rare/Accidental
923,White-throated Thrush,Turdus assimilis,Rare/Accidental
924,Clay-colored Thrush,Turdus grayi,Rare/Accidental
925,American Robin,Turdus migratorius,
926,Rufous-backed Robin,Turdus rufopalliatus,Rare/Accidental
927,Eyebrowed Thrush,Turdus obscurus,
928,Fieldfare,Turdus pilaris,
929,Dusky Thrush,Turdus eunomus,Rare/Accidental
930,Blue Mockingbird,Melanotis caerulescens,Rare/Accidental
931,Black Catbird,Melanoptila glabrirostris,Rare/Accidental Near-threatened
932,Gray Catbird,Dumetella carolinensis,
933,Curve-billed Thrasher,Toxostoma curvirostre,
934,Brown Thrasher,Toxostoma rufum,
935,Long-billed Thrasher,Toxostoma longirostre,
936,Bendire's Thrasher,Toxostoma bendirei,Vulnerable
937,Gray Thrasher,Toxostoma cinereum,Rare/Accidental
938,California Thrasher,Toxostoma redivivum,
939,LeConte's Thrasher,Toxostoma lecontei,
940,Crissal Thrasher,Toxostoma crissale,
941,Sage Thrasher,Oreoscoptes montanus,
942,Bahama Mockingbird,Mimus gundlachii,Rare/Accidental
943,Tropical Mockingbird,Mimus gilvus,Rare/Accidental
944,Northern Mockingbird,Mimus polyglottos,
945,Common Hill Myna,Gracula religiosa,Introduced species (non established)
946,European Starling,Sturnus vulgaris,Introduced species
947,Common Myna,Acridotheres tristis,Introduced species
948,Jungle Myna,Acridotheres fuscus,Introduced species
949,Crested Myna,Acridotheres cristatellus,Extirpated
950,Siberian Accentor,Prunella montanella,Rare/Accidental
951,Gray Wagtail,Motacilla cinerea,
952,Western Yellow Wagtail,Motacilla flava,
953,Eastern Yellow Wagtail,Motacilla tschutschensis,Rare/Accidental
954,Citrine Wagtail,Motacilla citreola,
955,White Wagtail,Motacilla alba,
956,Tree Pipit,Anthus trivialis,
957,Olive-backed Pipit,Anthus hodgsoni,
958,Pechora Pipit,Anthus gustavi,
959,Red-throated Pipit,Anthus cervinus,
960,American Pipit,Anthus rubescens,
961,Sprague's Pipit,Anthus spragueii,Vulnerable
962,Bohemian Waxwing,Bombycilla garrulus,
963,Cedar Waxwing,Bombycilla cedrorum,
964,Kauai Oo,Moho braccatus,Extinct
965,Oahu Oo,Moho apicalis,Endemic Extinct
966,Bishop's Oo,Moho bishopi,Extinct
967,Hawaii Oo,Moho nobilis,Extinct
968,Kioea,Chaetoptila angustipluma,Extinct
969,Gray Silky-flycatcher,Ptiliogonys cinereus,Rare/Accidental
970,Phainopepla,Phainopepla nitens,
971,Olive Warbler,Peucedramus taeniatus,
972,Common Chaffinch,Fringilla coelebs,Rare/Accidental
973,Brambling,Fringilla montifringilla,
974,Evening Grosbeak,Coccothraustes vespertinus,
975,Hawfinch,Coccothraustes coccothraustes,
976,Poo-uli,Melamprosops phaeosoma,Critically endangered
977,Akikiki,Oreomystis bairdi,Critically endangered
978,Oahu Alauahio,Paroreomyza maculata,Critically endangered
979,Kakawahie,Paroreomyza flammea,Extinct
980,Maui Alauahio,Paroreomyza montana,Endangered
981,Palila,Loxioides bailleui,Critically endangered
982,Laysan Finch,Telespiza cantans,Vulnerable
983,Nihoa Finch,Telespiza ultima,Critically endangered
984,Kona Grosbeak,Chloridops kona,Extinct
985,Lesser Koa-Finch,Rhodacanthis flaviceps,Extinct
986,Greater Koa-Finch,Rhodacanthis palmeri,Extinct
987,Ula-ai-hawane,Ciridops anna,Extinct
988,Akohekohe,Palmeria dolei,Critically endangered
989,Laysan Honeycreeper,Himatione fraithii,Endemic Extinct
990,Apapane,Himatione sanguinea,Endemic
991,Iiwi,Drepanis coccinea,Vulnerable
992,Hawaii Mamo,Drepanis pacifica,Extinct
993,Black Mamo,Drepanis funerea,Endemic Extinct
994,Ou,Psittirostra psittacea,Critically endangered
995,Lanai Hookbill,Dysmorodrepanis munroi,Endemic Extinct
996,Maui Parrotbill,Pseudonestor xanthophrys,Critically endangered
997,Kauai Nukupuu,Hemignathus hanapepe,Endemic Critically endangered
998,Oahu Nukupuu,Hemignathus lucidus,Endemic Extinct
999,Maui Nukupuu,Hemignathus affinis,Endemic Critically endangered
1000,Akiapolaau,Hemignathus wilsoni,Endangered
1001,Lesser Akialoa,Akialoa obscura,Endemic Extinct
1002,Oahu Akialoa,Akialoa ellisiana,Endemic Extinct
1003,Kauai Akialoa,Akialoa stejnegeri,Endemic Extinct
1004,Maui-nui Akialoa,Akialoa lanaiensis,Endemic Extinct
1005,Anianiau,Magumma parva,Vulnerable
1006,Hawaii Amakihi,Chlorodrepanis virens,Endemic
1007,Oahu Amakihi,Chlorodrepanis flava,Vulnerable
1008,Kauai Amakihi,Chlorodrepanis stejnegeri,Endemic Vulnerable
1009,Greater Amakihi,Viridonia sagittirostris,Extinct
1010,Hawaii Creeper,Loxops mana,Endangered
1011,Akekee,Loxops caeruleirostris,Endemic Critically endangered
1012,Hawaii Akepa,Loxops coccineus,Endemic Endangered
1013,Oahu Akepa,Loxops wolstenholmei,Endemic Extinct
1014,Maui Akepa,Loxops ochraceus,Endemic Critically endangered
1015,Common Rosefinch,Carpodacus erythrinus,
1016,Pallas's Rosefinch,Carpodacus roseus,Rare/Accidental
1017,Pine Grosbeak,Pinicola enucleator,
1018,Eurasian Bullfinch,Pyrrhula pyrrhula,
1019,Trumpeter Finch,Bucanetes githagineus,Rare/Accidental
1020,Asian Rosy-Finch,Leucosticte arctoa,Rare/Accidental
1021,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,
1022,Black Rosy-Finch,Leucosticte atrata,
1023,Brown-capped Rosy-Finch,Leucosticte australis,
1024,House Finch,Haemorhous mexicanus,
1025,Purple Finch,Haemorhous purpureus,
1026,Cassin's Finch,Haemorhous cassinii,Near-threatened
1027,Oriental Greenfinch,Chloris sinica,Rare/Accidental
1028,Yellow-fronted Canary,Crithagra mozambica,Introduced species
1029,Common Redpoll,Acanthis flammea,
1030,Hoary Redpoll,Acanthis hornemanni,
1031,Red Crossbill,Loxia curvirostra,
1032,Cassia Crossbill,Loxia sinesciuris,Endemic
1033,White-winged Crossbill,Loxia leucoptera,
1034,European Goldfinch,Carduelis carduelis,Introduced species
1035,European Serin,Serinus serinus,
1036,Island Canary,Serinus canaria,Introduced species
1037,Eurasian Siskin,Spinus spinus,Rare/Accidental
1038,Pine Siskin,Spinus pinus,
1039,Black-headed Siskin,Spinus notatus,Rare/Accidental
1040,Lesser Goldfinch,Spinus psaltria,
1041,Lawrence's Goldfinch,Spinus lawrencei,
1042,American Goldfinch,Spinus tristis,
1043,Lapland Longspur,Calcarius lapponicus,
1044,Chestnut-collared Longspur,Calcarius ornatus,Vulnerable
1045,Smith's Longspur,Calcarius pictus,
1046,McCown's Longspur,Rhynchophanes mccownii,
1047,Snow Bunting,Plectrophenax nivalis,
1048,McKay's Bunting,Plectrophenax hyperboreus,
1049,Pine Bunting,Emberiza leucocephalos,
1050,Yellow-throated Bunting,Emberiza elegans,
1051,Pallas's Bunting,Emberiza pallasi,
1052,Reed Bunting,Emberiza schoeniclus,
1053,Yellow-breasted Bunting,Emberiza aureola,Critically endangered
1054,Little Bunting,Emberiza pusilla,
1055,Rustic Bunting,Emberiza rustica,Vulnerable
1056,Yellow-browed Bunting,Emberiza chrysophrys,Rare/Accidental
1057,Gray Bunting,Emberiza variabilis,
1058,Rufous-winged Sparrow,Peucaea carpalis,
1059,Botteri's Sparrow,Peucaea botterii,
1060,Cassin's Sparrow,Peucaea cassinii,
1061,Bachman's Sparrow,Peucaea aestivalis,Near-threatened
1062,Grasshopper Sparrow,Ammodramus savannarum,
