Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source	doi	sex	age_class	within_study_data_source	table_fig_number	title	lastname_author	source_year	journal
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Orthoptera	Caelifera	Acrididae	Melanoplus	Melanoplus femurrubrum	Yes	102215	verified	NA	NA	Red-legged Grasshopper	0.243055556	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Orthoptera	Ensifera	Gryllidae			Yes	102281	verified	NA	NA	Cricket	0.083333333	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha	Cicadidae			Yes	1217506	verified	NA	NA	Cicada	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera		Cicindelidae			Yes	NA	unverified	NA	NA	Tiger beetle	0.013888889	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Adephaga	Carabidae			Yes	109234	verified	NA	NA	Ground beetle	0.215277778	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Elateridae			Yes	113879	verified	NA	NA	Click beetle	0.013888889	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Buprestidae			Yes	114968	verified	NA	NA	Metallic wood-boring beetle	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Scarabaeidae			Yes	114493	verified	NA	NA	Scarab beetle	0.013888889	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Scarabaeidae	Phyllophaga		Yes	926453	verified	NA	NA	June beetle	0.041666667	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera					No	109216	verified	NA	NA		0.027777778	Items	144	4	1	nest debris	"\unidentified small beetle\"""""	MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Amphibia	Anura		Ranidae	Rana	Rana pipiens	Yes	NA	unverified	NA	NA	Leopard frogs	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Falconiformes		Falconidae	Falco	Falco sparverius	Yes	175622	verified	NA	NA	American Kestrel	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Piciformes		Picidae	Colaptes	Colaptes auratus	Yes	178154	verified	NA	NA	Common Flicker	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes		Mimidae	Dumetella	Dumetella carolinensis	Yes	178625	verified	NA	NA	Gray Catbird	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes		Parulidae	Geothlypis	Geothlypis trichas	Yes	178944	verified	NA	NA	Common Yellowthroat	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes		Icteridae	Quiscalus	Quiscalus quiscula	Yes	179104	verified	NA	NA	Common Grackle	0.034722222	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes		Icteridae	Molothrus	Molothrus ater	Yes	179112	verified	NA	NA	Brown-headed Cowbird	0.076388889	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes		Passerellidae	Melospiza	Melospiza georgiana	Yes	179488	verified	NA	NA	Swamp Sparrow	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves	Passeriformes					No	178265	verified	NA	NA		0.083333333	Items	144	4	1	nest debris	"\red-winged blackbird or starling\"""""	MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Aves						No	174371	verified	NA	NA		0.069444444	Items	144	4	1	nest debris	"\unidentified small bird\"""""	MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Mammalia	Chiroptera	Yangochiroptera	Vespertilionidae	Eptesicus	Eptesicus fuscus	Yes	180008	verified	NA	NA	Big brown bat	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Eutamias	Eutamias minimus	Yes	NA	unverified	NA	NA	Least chipmunk	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Tamiasciurus	Tamiasciurus hudsonicus	Yes	180166	verified	NA	NA	Red squirrel	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	1	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Dipodidae	Zapus	Zapus hudsonius	Yes	180386	verified	NA	NA	Meadow jumping mouse	0.006944444	Items	144	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	2	Animalia	Arthropoda	Insecta	Odonata	Anisoptera	Corduliidae			Yes	102020	verified	NA	NA	Dragonfly	0.111111111	Items	36	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	2	Animalia	Arthropoda	Insecta	Orthoptera	Caelifera	Acrididae	Melanoplus	Melanoplus femurrubrum	Yes	102215	verified	NA	NA	Red-legged Grasshopper	0.166666667	Items	36	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
American Kestrel	Falco sparverius	NA	Falconidae	eBird Clements checklist v2021	NA	NA	NA	NA	NA	Ontario	Sudbury	Deciduous Forest; wetland; grassland	NA	NA	NA	NA	Summer	2	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha	Cicadidae			Yes	1217506	verified	NA	NA	Cicada	0.027777778	Items	36	4	1	nest debris		MN	"Young, C. M. and C. G. Blome 1975, Summer feeding habits of kestrels in northern Ontario. Ontario Field Biology 29: 44-49"	NA	NA	NA	Table	1	Summer feeding habits of kestrels in northern Ontario	Young	1975	Ontario Field Biology
