level	name	condition	replacewith	notes
Scientific_Name	Solenopsis molesta	unmatched	Solenopsis molesta	
Scientific_Name	Aphaenogaster tennesseensis	unmatched	Aphaenogaster tennesseensis	
Scientific_Name	Dolichovespula maculata	unmatched	Dolichovespula maculata	
Scientific_Name	Camponotus atriceps	unmatched	Camponotus atriceps	
Scientific_Name	Formica fusca	unmatched	Formica fusca	
Scientific_Name	Coelioxys octodentata	unmatched	Coelioxys octodentata	
Scientific_Name	Ammophila gryphus	unmatched	Ammophila procera	
Scientific_Name	Paravespula germanica	unmatched	Paravespula germanica	
Scientific_Name	Eunemobius carolinus	unmatched	Eunemobius carolinus	
Scientific_Name	Cornus amomum	unmatched	Cornus amomum	
Scientific_Name	Vitis vulpina	unmatched	Vitis vulpina	
Scientific_Name	Aronia arbutifolia	unmatched	Aronia arbutifolia	
Scientific_Name	Condalia hookeri	unmatched	Condalia hookeri	
Scientific_Name	Rhamnus lanceolata	unmatched	Rhamnus lanceolata	
Scientific_Name	Chauliognathus pennsylvanicus	unmatched	Chauliognathus pennsylvanicus	
Scientific_Name	Laemosaccus nephele	unmatched	Laemosaccus nephele	
Scientific_Name	Anatis labiculata	unmatched	Anatis labiculata	
Scientific_Name	Platysoma leconti	unmatched	Platysoma leconti	
Scientific_Name	Hypocaccus bigener	unmatched	Hypocaccus bigener	
Scientific_Name	Diabrotica longicornis	unmatched	Diabrotica longicornis	
Scientific_Name	Vanonus wickhami	unmatched	Vanonus wickhami	
Scientific_Name	Mordellaria serval	unmatched	Mordellaria serval	
Scientific_Name	Enoclerus quadriguttatus	unmatched	Enoclerus quadriguttatus	
Scientific_Name	Onthophagus hecate	unmatched	Onthophagus hecate	
Scientific_Name	Clivina striatopunctata	unmatched	Paraclivina striatopunctata	
Scientific_Name	Scaphidium quadriguttatum	unmatched	Scaphidium quadriguttatum	
Scientific_Name	Cryptorhynchus lapathi	unmatched	Cryptorhynchus lapathi	
Scientific_Name	Dineutus emarginatus	unmatched	Dineutus emarginatus	
Scientific_Name	Pseudagolius bicolor	unmatched	Pseudagolius bicolor	
Scientific_Name	Ips avulsus	unmatched	Ips avulsus	
Scientific_Name	Ips grandicollis	unmatched	Ips grandicollis	
Scientific_Name	Haemonia nigricornis	unmatched	Neohaemonia nigricornis	
Scientific_Name	Brachyleptura rubrica	unmatched	Brachyleptura rubrica	
Scientific_Name	Camptoprosopella vulgaris	unmatched	Camptoprosopella vulgaris	
Scientific_Name	Neomyia cornicina	unmatched	Neomyia cornicina	
Scientific_Name	Chrysis coerulans	unmatched	Chrysis coerulans	
Scientific_Name	Tremex columba	unmatched	Tremex columba	
Scientific_Name	Phaenops fulvoguttata	unmatched	Phaenops fulvoguttata	
Scientific_Name	Asemum striatum	unmatched	Asemum striatum	
Scientific_Name	Cicindela lemniscata	unmatched	Cylindera lemniscata	
Scientific_Name	Judolia instabilis	unmatched	Judolia instabilis	
Scientific_Name	Ophryastes tuberosus	unmatched	Ophryastes tuberosus	
Scientific_Name	Pantomorus elegans	unmatched	Pantomorus elegans	
Scientific_Name	Stenosphenus dolosus	unmatched	Stenosphenus dolosus	
Scientific_Name	Placosternus crinicornis	unmatched	Placosternus crinicornis	
Scientific_Name	Onthophagus pennsylvanicus	unmatched	Onthophagus pennsylvanicus	
Scientific_Name	Cicindela ocellata	unmatched	Cicindela ocellata	
Scientific_Name	Olla v-nigrum	unmatched	Olla v-nigrum	
Scientific_Name	Olla v-nigrum	unmatched	Olla v-nigrum	
Scientific_Name	Epicauta albida	unmatched	Epicauta albida	
Scientific_Name	Acmaeodera miliaris	unmatched	Acmaeodera miliaris	
Scientific_Name	Megacyllene robiniae	unmatched	Megacyllene robiniae	
Scientific_Name	Thyanta custator	unmatched	Thyanta custator	
Scientific_Name	Alabama argillacea	unmatched	Alabama argillacea	
Scientific_Name	Climaciella brunnea	unmatched	Climaciella brunnea	
Scientific_Name	Syrbula montezuma	unmatched	Syrbula montezuma	
Scientific_Name	Anisodactylus similis	unmatched	Anisodactylus similis	
Scientific_Name	Hydaticus continentalis	unmatched	Hydaticus continentalis	
Scientific_Name	Eurygaster alternata	unmatched	Eurygaster alternata	
Scientific_Name	Hylaeus affinis	unmatched	Hylaeus affinis	
Scientific_Name	Coccinella transversoguttata	unmatched	Coccinella transversoguttata	
Scientific_Name	Xerosaprinus plenus	unmatched	Xerosaprinus plenus	
Scientific_Name	Ptilinus basalis	unmatched	Ptilinus basalis	
Scientific_Name	Coccinella undecimpunctata	unmatched	Coccinella undecimpunctata	
Scientific_Name	Podabrus punctatus	unmatched	Podabrus punctatus	
Scientific_Name	Madarellus undulatus	unmatched	Madarellus undulatus	
Scientific_Name	Curculio uniformis	unmatched	Curculio uniformis	
Scientific_Name	Epitrix cucumeris	unmatched	Epitrix cucumeris	
Scientific_Name	Tricholochmaea decora	unmatched	Tricholochmaea decora	
Scientific_Name	Spirodela polyrhiza	unmatched	Spirodela polyrrhiza	
Scientific_Name	Hypericum walteri	unmatched	Triadenum walteri	
Scientific_Name	Steinchisma laxa	unmatched	Steinchisma laxa	
Scientific_Name	Schoenoplectus mucronatus	unmatched	Schoenoplectus mucronatus	
Scientific_Name	Musa X paradisiaca	unmatched	Musa X paradisiaca	
Scientific_Name	Apodasmia similis	unmatched		keep as is
Scientific_Name	Leucopogon fasciculatus	unmatched		keep as is
Scientific_Name	Zeacumantus lutulentus	unmatched		keep as is
Scientific_Name	Austrolittorina antipodum	unmatched		keep as is
Scientific_Name	Paphies australis	unmatched		keep as is
Scientific_Name	Austrovenus stutchburyi	unmatched		keep as is
Scientific_Name	Halicarcinus varius	unmatched		keep as is
Scientific_Name	Crypsis schoenoides	unmatched	Crypsis schoenoides	
Scientific_Name	Leptochloa filiformis	unmatched	Leptochloa panicea	
Scientific_Name	Panicum laevifolium	unmatched	Panicum laevifolium	
Scientific_Name	Ambrosia maritima	unmatched	Ambrosia artemisiifolia	
Scientific_Name	Neanthes succinea	unmatched	Neanthes succinea	
Scientific_Name	Nymphaea lotus	unmatched	Nymphaea lotus	
Scientific_Name	Potamogeton nodosus	unmatched	Potamogeton nodosus	
Scientific_Name	Calamagrostis neglecta	unmatched	Calamagrostis stricta	
Scientific_Name	Palaemonetes pugio	unmatched	Palaemonetes pugio	
Scientific_Name	Ruppia occidentalis	unmatched	Ruppia cirrhosa	
Scientific_Name	Potamogeton berchtoldii	unmatched	Potamogeton pusillus	
Scientific_Name	Erythromma najas	unmatched		keep as is
Scientific_Name	Ilyanassa obsoleta	unmatched	Nassarius obsoletus	
Scientific_Name	Macoma balthica	unmatched	Macoma balthica	
Scientific_Name	Taraxacum laevigatum	unmatched	Taraxacum erythrospermum	
Scientific_Name	Gevuina avellana	unmatched		keep as is
Scientific_Name	Margyricarpus pinnatus	unmatched		keep as is
Scientific_Name	Ficus americana	unmatched	Ficus americana	
Scientific_Name	Spartina alterniflora	unmatched	Spartina alterniflora	
Scientific_Name	Spartina patens	unmatched	Spartina patens	
Scientific_Name	Pyropia columbina	unmatched		keep as is
Scientific_Name	Mazzaella laminarioides	unmatched		keep as is
Scientific_Name	Rostkovia magellanica	unmatched		keep as is
Scientific_Name	Ficaria verna	unmatched	Ranunculus ficaria	
Scientific_Name	Potamogeton lucens	unmatched	Potamogeton illinoensis	
Scientific_Name	Carex riparia	unmatched	Carex hyalinolepis	
Scientific_Name	Apium nodiflorum	unmatched	Apium nodiflorum	
Scientific_Name	Fimbristylis miliacea	unmatched	Fimbristylis littoralis	
Scientific_Name	Gnorimosphaeroma oregonense	unmatched	Gnorimosphaeroma oregonensis	
Scientific_Name	Coloburiscus humeralis	unmatched		keep as is
Scientific_Name	Alnus alnobetula	unmatched	Alnus viridis	
Scientific_Name	Daucus glochidiatus	unmatched		keep as is
Scientific_Name	Dodonaea bursariifolia	unmatched		keep as is
Scientific_Name	Cassytha melantha	unmatched		keep as is
Scientific_Name	Leukoma staminea	unmatched		keep as is
Scientific_Name	Lunatia heros	unmatched	Polinices heros	
Scientific_Name	Leuciscus cephalus	unmatched	Leuciscus cephalus	
Scientific_Name	Sacciolepis africana	unmatched		keep as is
Scientific_Name	Persicaria limbata	unmatched		keep as is
Scientific_Name	Hibiscus cannabinus	unmatched	Hibiscus cannabinus	
Scientific_Name	Stereospermum kunthianum	unmatched		keep as is
Scientific_Name	Achatocarpus praecox	unmatched		keep as is
Scientific_Name	Jodina rhombifolia	unmatched		keep as is
Scientific_Name	Cynophalla retusa	unmatched		keep as is
Scientific_Name	Podocarpus parlatorei	unmatched		keep as is
Scientific_Name	Ilex argentina	unmatched		keep as is
Scientific_Name	Viburnum lantana	unmatched	Viburnum lantana	
Scientific_Name	Urochloa xantholeuca	unmatched		keep as is
Scientific_Name	Heliotropium ovalifolium	unmatched		keep as is
Scientific_Name	Aeschynomene fluitans	unmatched		keep as is
Scientific_Name	Aeschynomene nilotica	unmatched		keep as is
Scientific_Name	Neanthes virens	unmatched	Neanthes virens	
Scientific_Name	Acrosiphonia arcta	unmatched	Spongomorpha arcta	
Scientific_Name	Hydrobia ulvae	unmatched	Hydrobia ulvae	
Scientific_Name	Breutelia affinis	unmatched		keep as is
Scientific_Name	Anisotome aromatica	unmatched		keep as is
Scientific_Name	Nertera granadensis	unmatched	Nertera granadensis	
Scientific_Name	Gunnera dentata	unmatched		keep as is
Scientific_Name	Discaria toumatou	unmatched		keep as is
Scientific_Name	Corokia cotoneaster	unmatched		keep as is
Scientific_Name	Gaultheria depressa	unmatched		keep as is
Scientific_Name	Pratia angulata	unmatched		keep as is
Scientific_Name	Ranunculus fluitans	unmatched		keep as is
Scientific_Name	Xanthocnemis zealandica	unmatched		keep as is
Scientific_Name	Trichophorum cespitosum	unmatched	Trichophorum cespitosum	
Scientific_Name	Bistorta vivipara	unmatched	Bistorta vivipara	
Scientific_Name	Gallinula chloropus	unmatched	Gallinula chloropus	
Scientific_Name	Laphria posticata	unmatched	Laphria posticata	
Scientific_Name	Limnophila alleni	unmatched	Limnophila alleni	
Scientific_Name	Maccaffertium meririvulanum	unmatched	Maccaffertium meririvulanum	
Scientific_Name	Euthyatira pudens	unmatched		keep as is
Scientific_Name	Habrosyne scripta	unmatched		keep as is
Scientific_Name	Acleris nigrolinea	unmatched		keep as is
Scientific_Name	Phaecasiophora confixana	unmatched		keep as is
Scientific_Name	Semioscopis megamicrella	unmatched		keep as is
Scientific_Name	Pseudexentera oregonana	unmatched		keep as is
Scientific_Name	Eriotheca gracilipes	unmatched		keep as is
Scientific_Name	Brosimum gaudichaudii	unmatched		keep as is
Scientific_Name	Vochysia haenkeana	unmatched		keep as is
Scientific_Name	Annona coriacea	unmatched		keep as is
Scientific_Name	Copaifera langsdorffii	unmatched	Copaifera langsdorffii	
Scientific_Name	Pterodon emarginatus	unmatched		keep as is
Scientific_Name	Geonoma undata	unmatched		keep as is
Scientific_Name	Alchornea triplinervia	unmatched		keep as is
Scientific_Name	Sapium stylare	unmatched		keep as is
Scientific_Name	Tetrorchidium rubrivenium	unmatched		keep as is
Scientific_Name	Inga oerstediana	unmatched		keep as is
Scientific_Name	Guettarda crispiflora	unmatched		keep as is
Scientific_Name	Cecropia angustifolia	unmatched		keep as is
