common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Thurow, T. L. and C. M. White. 1984. Nesting success and prey selection of Long-eared Owls along a juniper/sagebrush ecotone in southcentral Idaho. Murrelet 65:10-14."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Craig, T. H., E. H. Craig, and L. R. Powers. 1985. Food habits of Long-eared Owls (Asio otus) at a communal roost site during the nesting season. Auk 102:193-195."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Errington, P. L. 1932. Food habits of southern Wisconsin raptors: Part 1. Owls. Condor 34:176-186."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Wilson, K. A. 1938. Owl studies at Ann Arbor, Michigan. Auk 55:187-197."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Randle, W. and R. Austing. 1952. Ecological notes on Long-eared and Saw-whet owls in southwestern Ohio. Ecology 33:422-426."			
Long-eared Owl	Strigidae	1994	Feeding	Food Capture And Consumption	"Holt, D. W. and S. M. Leasure. 1993. Short-eared Owl (Asio flammeus). in The birds of North America, No. 62. (Poole, A. and F. Gill, Eds.) Acad. Nat. Sci., Philadelphia, PA; Am. Ornithol. Union, Washington, DC."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Choate, J. R. 1971. Notes on geographic distribution and habitats of mammals eaten by owls in southern New England. Trans. Kans. Acad. Sci. 74:212-216."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Stelter, L. S. and J. G. Nagy. 1979. Raptor food habits in the oil shale region of northwestern Colorado. Colo. Field Ornithol. J. 13:7-12."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Hooper, T. D. and M. Nyhof. 1986. Food habits of the Long-eared Owl in south-central British Columbia. Murrelet 67:28-30."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Sutton, G. M. 1926. Long-eared Owl capturing Ruffed Grouse. Auk 43:236-237."			
Long-eared Owl	Strigidae	1994	"Drinking, Pellet-Casting, And Defecation"		"Delong, T. R. 1982. Effect of ambient conditions on nocturnal nest behavior in Long-eared Owls. Master's Thesis. Brigham Young Univ. Provo, UT."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Cahn, A. R. and J. T. Kemp. 1930. On the food of certain owls in east-central Illinois. Auk 47:323-328."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Korpim????ki, E. 1992. Diet composition, prey choice, and breeding success of Long-eared Owls: effects of multiannual fluctuations in food abundance. Can. J. Zool. 70:2373-2381."			
Long-eared Owl	Strigidae	1994	Diet	Quantitative Analysis	"Glue, D. E. 1972. Bird prey taken by British owls. Bird Study 19:91-95."			
Long-eared Owl	Strigidae	1994	Food Selection And Storage		"Craighead, J. J. and F. C. Craighead, Jr. 1956. Hawks, owls and wildlife. Stackpole Co. Harrisburg, PA."			
Long-eared Owl	Strigidae	1994	Food Selection And Storage		"Hedrick, P. W., M. S. Gaines, and M. L. Johnson. 1989. Owl feeding habits on small mammals. Occ. Pap. Mus. Nat. Hist., Univ. Kans. 133:1-7."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Marti, C. D., J. S. Marks, T. H. Craig, and E. H. Craig. 1986. Long-eared Owl diet in northwestern New Mexico. Southwest. Nat. 31:416-419."			
Long-eared Owl	Strigidae	1994	Food Selection And Storage		"Janes, S. W. and J. M. Barss. 1985. Predation by three owl species on northern pocket gophers of different body mass. Oecologia 67:76-81."			
Long-eared Owl	Strigidae	1994	Food Selection And Storage		"Pearson, O. P. and A. K. Pearson. 1947. Owl predation in Pennsylvania, with notes on the small mammals of Delaware County. J. Mammal. 28:137-147."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."			
Long-eared Owl	Strigidae	1994	Food Selection And Storage		"Kotler, B. P. 1985. Owl predation on desert rodents which differ in morphology and behavior. J. Mammal. 66:824-828."			
Long-eared Owl	Strigidae	1994	Nutrition And Energetics		"Marti, C. D. 1973. Food consumption and pellet formation rates in four owl species. Wilson Bull. 85:178-181."			
Long-eared Owl	Strigidae	1994	Feeding	Food Capture And Consumption	"Norberg, R. ????. 1987. Evolution, structure, and ecology of northern forest owls. Pages 9-43 in Biology and conservation of northern forest owls. (Nero, R. W., R. J. Clark, R. J. Knapton, and R. H. Hamre, Eds.) U.S. For. Serv. Gen. Tech. Rep. RM-142, Ft. Collins, CO."			
Long-eared Owl	Strigidae	1994	Feeding	Food Capture And Consumption	"Dice, L. R. 1945. Minimum intensities of illumination under which owls can find dead prey by sight. Am. Nat. 79:385-416."			
Long-eared Owl	Strigidae	1994	Nutrition And Energetics		"Graber, R. R. 1962. Food and oxygen consumption in three species of owls (Strigidae). Condor 64:473-487."			
Long-eared Owl	Strigidae	1994	"Drinking, Pellet-Casting, And Defecation"		"Hilliard, B. L., J. C. Smith, M. J. Smith, and L. R. Powers. 1982. Nocturnal activity of Long-eared Owls in southwest Idaho. J. Idaho Acad. Sci. 18:29-35."			
Long-eared Owl	Strigidae	1994	Feeding	Food Capture And Consumption	"Norberg, R. ????. 1977. Occurrence and independent evolution of bilateral ear asymmetry in owls and implications on owl taxonomy. Philos. Trans. R. Soc. Lond. B. 280:375-408."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Bull, E. L., A. L. Wright, and M. G. Henjum. 1989. Nesting and diet of Long-eared Owls in conifer forests, Oregon. Condor 91:908-912."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Bosakowski, T. 1982. Food habits of wintering Asio owls in the Hackensack Meadowlands. Rec. N.J. Birds 8:40-42."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Armstrong, W. H. 1958. Nesting and food habits of the Long-eared Owl in Michigan. Mich. State Univ. Mus. Publ. 1:61-96."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Barrows, C. W. 1989. Diets of five species of desert owls. West. Birds 20:1-10."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Weller, M. W., L. H. Fredrickson, and F. W. Kent. 1963. Small mammal prey of some owls wintering in Iowa. Iowa State J. Sci. 38:151-160."			
Long-eared Owl	Strigidae	1994	Diet	Major Food Items	"Voight, J. and D. C. Glenn-Lewin. 1978. Prey availability and prey taken by Long-eared Owls in Iowa. Am. Midl. Nat. 99:162-171."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Sprot, G. D. 1927. An American Hawk Owl record from Vancouver Island. Condor 29:167."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Norberg, R. A. 1987. Evolution, structure, and ecology of northern forest owls. Pages 9-43 in Biology and Conservation of Northern Forest Owls: Symposium Proceedings, February 3-7, Winnipeg, MB. (Nero, R. W., R. J. Clark, R. J. Knapton, and H. Hamre, Eds.) U.S. For. Serv. Gen. Tech. Rep. RM-142. U.S.D.A. Forest Service, Rocky Mountain Forest and Range Experiment Station. Fort Collins, CO."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Eckert, A. W. 1974. The owls of North America. Doubleday & Co., Inc. Garden City, NY."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Huhtala, K., E. Korpimaki, and E. Pullianen. 1987. Foraging activity and growth of nestlings in the Hawk Owl: adaptive strategies under northern conditions. Pages 152-156 in Biology and Conservation of Northern Forest Owls: Symposium Proceedings, February 3-7, Winnipeg, MB. (Nero, R. W., R. J. Clark, R. J. Knapton, and H. Hamre, Eds.) U.S. For. Serv. Gen. Tech. Rep. RM-142. U.S.D.A. Forest Service, Rocky Mountain Forest and Range Experiment Station. Fort Collins, CO."			
Northern Hawk Owl	Strigidae	1998	Diet	Quantitative Analysis	"Hogstad, O. 1986. On the winter food of the Hawk Owl Surnia ulula. Fauna Norv., Ser. C, Cinclus 9:107-110."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Nero, R. W. 1980. The Great Gray Owl: phantom of the northern forest. Smithson. Inst. Press, Washington, D.C."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Sonerud, G. A. 1992. Search tactics of a pause-travel predator: adaptive adjustments of perching times and move distances by Hawk Owls (Surnia ulula). Behav. Ecol. Sociobiol. 30:207-217."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Voous, K. H. 1988. Owls of the northern hemisphere. MIT Press, Cambridge, M.A."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Savaloja, T. 1973. Hawk-owl observation in Aitkin County. Loon 45:19."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Snyder, N. F. and J. W. Wiley. 1976. Sexual size dimorphism in hawks and owls of North America. Ornithol. Monogr. 20:1-96."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Axelrod, M. 1980. Diet of a Minnesota Hawk Owl. Loon 52:117-118."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Bent, A. C. 1938. Life histories of North American birds of prey, Pt 2. U.S. Natl. Mus. Bull. 170."			
Northern Hawk Owl	Strigidae	1998	Diet	Major Food Items	"Johnsgard, P. A. 1988. North American owls. Smithsonian Institution Press, Washington, D.C."			
Northern Hawk Owl	Strigidae	1998	Diet	Major Food Items	"Duncan, P. A. 1993. Status report on the Northern Hawk Owl Surnia ulula. Unpublished Report to the Committee on the Status of Endangered Wildlife in Canada, Environment Canada, Ottawa."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Fisher, A. K. 1893. The hawks and owls of the United States in their relation to agriculture. U.S. Dept. Agric. Div. Ornithol. and Mammal Bull. 3:1-210."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Smith, F. N. 1922. The American Hawk Owl (Surnia ulula caparoch). Can. Field-Nat. 36:68-71."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Sonerud, G. A. 1997. Hawk Owls in Fennoscandia: Population fluctuations, effects of modern forestry, and recommendations on improving foraging habitats. J. Raptor Res. 31:167-174."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Lariv????e, J. 1991. ????tude des populations d'oiseaux du Qu????bec (????POQ). Association qu????b????coise des groups d'ornithologues, Qu????bec, PQ."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Roberts, T. S. 1932. The birds of Minnesota. Vol. 1. The Univ. of Minnesota Press, Minneapolis, MN."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Nero, R. W. 1963. Birds of the Lake Athabasca region, Saskatchewan. Spec. Publ. no. 5. Saskatchewan Natural History Society, Regina, SK."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Radloff, J. F. 1992. Northern Hawk Owl. Passenger Pigeon 54:245."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Lane, P. A. and J. R. Duncan. 1987. Observations of Northern Hawk-owls nesting in Roseau County. Loon 59:165-174."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Nero, R. W. 1995. Notes on a wintering Northern Hawk Owl in Manitoba. Blue Jay 53:205-214."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Nybo, J. O. and G. A. Sonerud. 1990. Seasonal changes in diet of Hawk Owls Surnia ulula: importance of snow cover. Ornis Fenn. 67:45-51."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Kertell, K. 1986. Reproductive biology of Northern Hawk-owls in Denali National Park, Alaska. J. Raptor Res. 20:91-101."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Mikkola, H. 1983. Owls of Europe. Buteo Books, Vermillion, SD."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Johnson, M. 1981. Summer Hawk-owl record. The Loon 53:53-54."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Kiliaan, H. P. L. 1989. A Hawk-owl Spruce Grouse encounter in the Northwest Territories. Blue Jay 47:213-214."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Torres, J. De La. 1990. Owls: Their life and behavior. Crown Publ. NY."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Smith, D. A. 1970. Observations on nesting Hawk Owls at the Mer Bleue, near Ottawa, Canada. Can. Field-Nat. 84:377-383."			
Northern Hawk Owl	Strigidae	1998	Food Selection And Storage		"Ritchie, R. J. 1980. Food caching behavior of nesting wild Hawk-owls. J. Raptor Res. 14:59-60."			
Northern Hawk Owl	Strigidae	1998	Diet	Quantitative Analysis	"Conrads, D. J. 1993. Diet of a Northern Hawk Owl in Iowa. Iowa Bird Life 63:54."			
Northern Hawk Owl	Strigidae	1998	Diet	Quantitative Analysis	"Marti, C. D. 1987. Raptor food habits studies. Pages 67-79 in Raptor management techniques manual. (Pendleton, B. A. Giron, B. A. Millsap, K. W. Cline, and D. M. Bird, Eds.) Nat. Wildl. Fed. Washington, D.C."	y		
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"James, P. C. 1994. Northern Hawk Owl irruptions in Saskatchewan: 1990-91 and 1991-92. Blue Jay 52:25-28."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Collister, D. M. 1995. Prey caching by non-breeding Northern Hawk Owls in Alberta. Blue Jay 53:203-204."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Dement'Ev, G. P. and N. A. Gladkov. 1966. Birds of the Soviet Union. Vol. 1. Israel Program for Scientific Translations, Jerusalem."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Cramp, S. 1985. Handbook of the birds of Europe, the Middle East and North Africa. Vol. 4. Oxford Univ. Press, Oxford."			
Northern Hawk Owl	Strigidae	1998	Food Selection And Storage		"Collins, C. T. 1976. Food-caching behavior in owls. J. Raptor Res. 10:74-76."			
Northern Hawk Owl	Strigidae	1998	Feeding	Food Capture And Consumption	"Jones, E. T. 1987. Observations of the Northern Hawk Owl in Alberta. Pages 149-151 in Biology and Conservation of Northern Forest Owls: Symposium Proceedings, February 3-7, Winnipeg, MB. (Nero, R. W., R. J. Clark, R. J. Knapton, and H. Hamre, Eds.) U.S. For. Serv. Gen. Tech. Rep. RM-142. U.S.D.A. Forest Service, Rocky Mountain Forest and Range Experiment Station. Fort Collins, CO."			
Northern Hawk Owl	Strigidae	1998	Food Selection And Storage		"Sonerud, G. A., J. O. Nybo, P. E. Fjeld, and C. Knoff. 1987. A case of bigamy in the Hawk Owl Surnia ulula: spacing of nests and allocation of male effort. Ornis Fenn. 64:144-148."			
Northern Hawk Owl	Strigidae	1998	Diet	Other Documented Prey	"Mikkola, H. 1972. Hawk Owls and their prey in northern Europe. B. Birds 65:453-460."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Rohner, C., J. N. M. Smith, J. Stroman, and M. Joyce. 1995. Northern Hawk-owls in the Nearctic boreal forest: Prey selection and population consequences of multiple prey cycles. Condor 97:208-220."			
Northern Hawk Owl	Strigidae	1998	Metabolism And Temperature Regulation		"Collins, C. T. 1991. Diurnal body temperature cycle in the Northern Hawk Owl Surnia ulula. J. Raptor Res. 25:92-93."			
Northern Hawk Owl	Strigidae	1998	Metabolism And Temperature Regulation		"Johnson, W. D. and C. T. Collins. 1975. Notes on the metabolism of the Cuckoo Owlet and Hawk Owl. Bull. South. Calif. Acad. Sci. 74:44-45."			
Northern Hawk Owl	Strigidae	1998	Food Selection And Storage		"Mcnair, D. B. 1994. Caching by an irruptive Hawk-owl. Blue Jay 52:216-217."			
Northern Hawk Owl	Strigidae	1998	Feeding	Microhabitat For Foraging	"Mindell, D. P. 1983. Nesting raptors in southwestern Alaska: Status, distribution and aspects of biology. BLM-Alaska Tech. Rep. 8. USDI, BLM, Alaska State Office, Anchorage, AK."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Cramp, S. 1985. The birds of the western Paleartic. Vol. 4. Oxford Univ. Press, Oxford, U.K."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Smith, C. F. 1935. Observations on a captive Pygmy Owl. Condor 37:210-211."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Balgooyen, T. G. 1969. Pygmy Owl attacks California Quail. Auk 86:358."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Bull, E. L., J. E. Hohmann, and M. G. Henjum. 1987. Northern Pygmy-Owl nests in northeastern Oregon. J. Raptor Res. 21:77-78."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Holt, D. W. and L. A. Leroux. 1996. Diets of Northern Pygmy-Owls and Northern Saw-whet Owls in west-central Montana. Wilson Bull. 108:123-128."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Aiken, C. E. H. and E. R. Warren. 1914. The birds of El Paso county, Colorado. Col. Coll. Sci. Ser. 12:455-603."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Bent, A. C. 1938. Life histories of North American birds of prey, Pt. 2. U.S. Nat. Mus. Bull. no. 170."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Quantitative Analysis	"Hayward, G. D. and E. O. Garton. 1988. Resource partitioning among forest owls in the River of No Return Wilderness, Idaho. Oecologia 75:253-265."			
Northern Pygmy-Owl	Strigidae	2000	Food Selection And Storage		"Solheim, R. 1984. Caching behavior, prey choice and surplus killing by Pygmy Owls (Glaucidium passerinum) during winter, a functional response of a generalist predator. Ann. Zool. Fenn. 21:301-308."			
Northern Pygmy-Owl	Strigidae	2000	Nutrition And Energetics		"Ligon, J. D. 1969. Some aspects of temperature relations in small owls. Auk 86:458-472."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Voous, K. H. 1988. Owls of the northern hemisphere. MIT Press, Cambridge, MA."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Proudfoot, G. A. 1997. Food habits of nesting Ferruginous Pygmy-Owls in southern Texas. Wilson Bull. 109:741-748."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Johnsgard, P. J. 1988. North American owls: Their biology and natural history. Smithson. Inst. Press, Washington, D.C."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Kellomaki, E. 1977. Food of the Pygmy Owl (Glaucidium passerinum) in the breeding season. Ornis Fenn. 54:1-29."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Holman, F. C. 1926. Nesting of the California Pygmy Owl in Yosemite. Condor 28:92-93."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Earhart, C. M. and N. K. Johnson. 1970. Size dimorphism and food habits of North American owls. Condor 72:251-264."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Quantitative Analysis	"Fisher, A. K. 1893. The hawks and owls of the United States in their relation to agriculture. USDA, Div. Ornithol. and Mammal., Bull. no. 3."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Quantitative Analysis	"Pierce, W. M. 1921. California Pygmy Owl from Cucamonga Canyon, southern California. Condor 23:96."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Quantitative Analysis	"Clabaugh, E. D. 1933. Food of the Pygmy Owl and Goshawk. Condor 35:80."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Kimball, H. H. 1925. Pygmy Owl killing a quail. Condor 27:209-210."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Bendire, C. E. 1875. Notes on seventy-nine species of birds observed in the neighborhood of Camp Harney, Oregon. Proc. Boston Soc. Nat. Hist. 18:153-168."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Merrill, J. C. 1888. Notes on the birds of Fort Klamath, Oregon. Auk 5:139-146."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Michael, C. W. 1927. Pygmy Owl: The little demon. Condor 29:161-162."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Rashid, S. 1999. Northern Pygmy Owls in Rocky Mountain National Park. Colo. Field. Ornithol. 33:94-101."			
Northern Pygmy-Owl	Strigidae	2000	Metabolism And Temperature Regulation	Body Temperature	"Schmidt-Nielsen, K. 1990. Animal physiology: adaptation and environment. Cambridge Univ. Press, England."			
Northern Pygmy-Owl	Strigidae	2000	"Drinking, Pellet-Casting, And Defecation"		"Monroe, B. L. 1968. A distributional survey of the birds of Honduras. Am. Ornithol. Union, Washington, D.C."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Mikkola, H. 1983. Owls of Europe. Buteo Books, Vermillion, SD."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Richardson, C. H. 1906. Cannibalism in owls. Condor 8:57."			
Northern Pygmy-Owl	Strigidae	2000	Feeding	Food Capture And Consumption	"Holt, D. W. and W. D. Norton. 1986. Observations of nesting Northern Pygmy-Owls. J. Raptor Res. 20:39-41."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Walker, A. 1924. Notes on some Oregon birds. Condor 26:181."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Quantitative Analysis	"Norton, W. D. and D. W. Holt. 1982. Simultaneous nesting of Northern Pygmy-Owls and Northern Saw-whet Owls in the same snag. Murrelet 63:94."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Sater, D. M. 1993. The biology of the Northern Pygmy-Owl (G. gnoma): A review and discussion of the available information and suggestions for the future. Senior thesis. Reed College, Portland, OR."			
Northern Pygmy-Owl	Strigidae	2000	Diet	Major Food Items	"Brock, E. M. 1958. Some prey of the Pygmy Owl. Condor 60:338."	y	y	
Short-eared Owl	Strigidae	1996	Feeding		"Toland, B. 1986. Hunting success of some Missouri raptors. Wilson Bull. 98:116-125."			
Short-eared Owl	Strigidae		Feeding	Food Capture And Consumption	"Smith, D. G. and J. R. Murphy. 1973. Breeding ecology of raptors in the eastern Great Basin of Utah. Brigham Young Univ. Sci. Bull., Biol. Ser. 13:1-76."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Walley, W. J. 1982. Weasel skull in Short-eared Owl pellet. Can. Field-Nat. 96:85."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Food Capture And Consumption	"Marr, T. G. and D. W. McWhirter. 1982. Differential hunting success in a group of Short-eared Owls. Wilson Bull. 94:82-83."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Snetsinger, T. J. 2005. Breeding ecology of the puaiohi (Myadestes palmeri). Wilson Bull. 117(1):72-84."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Johnston, R. F. 1956. Predation by Short-eared Owls on salicornia salt marsh. Wilson Bull. 68:91-102."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Fisler, G. F. 1960. Changes in food habits of Short-eared Owls feeding in a salt marsh. Condor 62:486-487."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Holt, D. W. 1990. Blond color morph of Meadow Voles, Microtus pennsylvanicus from Massachusetts. Can. Field-Nat. 104:596-597."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Wiebe, K. L. 1991. Food habits of breeding Short-eared Owls in southwestern British Columbia. J. Rap. Res. 25:143-145."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Tomkins, I. R. 1936. Notes on the winter food of the Short-eared Owl. Wilson Bull. 48:77-79."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Harris, M. P. 1969. The biology of Storm-Petrels in Galapagos islands. Proc. Calif. Acad. Sci. 37:95-166."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Grant, P. R., N. M. Smith, I. J. Abbott, and L. K. Abbott. 1975. Finch numbers, owl predation and plant dispersal on Isla Daphne Major, Galapagos. Oecologia 19:239-257."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Groot, R. S. De. 1983. Origin, status and ecology of the owls in Galapagos. Ardea 71:167-182."			
Short-eared Owl	Strigidae	1-Jun-06	"Drinking, Pellet-Casting, And Defecation"		"Chitty, D. 1938. A laboratory study of pellet formation in the Short-eared Owl (Asio flammeus). Proc. Zool. Soc. Lond. 108:267-287."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Food Capture And Consumption	"Holt, D. W. 1994. Effects of Short-eared Owls on Common Tern Colony Desertion, Reproduction, and Mortality. Colonial Waterbirds 17(1):1-6."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Kuroda, N. 1967. A note on the asymmetric ears of Asio flammeus. J. Yamashina Inst. Ornithol. 5:106-109."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Feduccia, A. and C. E. Ferree. 1978. Morphology of the boney stapes (columella) in owls: evolutionary implications. Proc. Biol. Soc. Wash. 91:431-438."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Voous, K. H. 1988. Owls of the northern hemisphere. \. M.I.T. Press, Cambridge, MA."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Martin, G. 1990. Birds by night. T. and A. D. Poyser, London."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Rice, W. R. 1982. Acoustical location of prey by the Marsh Hawk: adaptation to concealed prey. Auk 99:403-413."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Page, G. and D. F. Whitacre. 1975. Raptor predation on wintering shorebirds. Condor 77:73-83."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Kumlien, L. 1899. Habits of young Short-eared Owls. Osprey 3:69-70."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Abs, M., E. Curio, P. Kramer, and J. Niethammer. 1965. Zur Ernahrungsweise der Eulen auf Galapagos. J. Ornithol. 106:49-57."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Cobb, S. 1960. A note on the size of the avian olfactory bulbs. Epilepsia 1:394-402."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Craighead, J. J. and F. C. Craighead. 1956. Hawks, owls and wildlife. Stackpole Co. Harrisburg, PA."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Colvin, A. B. and S. R. Spaulding. 1983. Winter foraging behavior of Short-eared Owls in Ohio. Am. Midl. Nat. 110:124-128."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Holt, D. W. 1993a. Breeding season diet of Short-eared Owls from Massachusetts. Wilson Bull. 105:490-496."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Holt, D. W. 1993b. Trophic niche of nearctic Short-eared Owls. Wilson Bull. 105:497-503."			
Short-eared Owl	Strigidae	1-Jun-06	"Drinking, Pellet-Casting, And Defecation"		"Clark, R. J. 1972. Pellets of the Short-eared Owl and Marsh Hawk compared. J. Wildl. Manage. 36:962-964."			
