Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Microtus		YES				0.111	NA	0.042	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Muridae	Rattus	Rattus norvegicus	NO			Brown Rat	0.015	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Muridae	Mus	Mus musculus	NO			House Mouse	0.021	NA	0.016	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia					YES				0.171	NA	0.085	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Corvidae	Cyanocitta	Cyanocitta cristata	NO			Blue Jay	0.043	NA	0.007	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Turdidae	Sialia	Sialia sialis	NO			Eastern Bluebird	0.006	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Turdidae	Turdus	Turdus migratorius	NO			American Robin	0.008	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Icteridae	Quiscalus	Quiscalus quiscula	NO			Common Grackle	0.023	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Cardinalidae	Cardinalis	Cardinalis cardinalis	NO			Northern Cardinal	0.026	NA	0.009	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes		Emberizidae	Pipilo	Pipilo erythrophthalamus	NO			Eastern towhee	0.012	NA	0.004	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves	Passeriformes					YES				0.069	NA	0.026	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Aves						YES				0.011	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Amphibia	Caudata					NO			Salamander	0.0003	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Amphibia	Anura		Ranidae	Rana		NO			Frog	0.003	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Actinopterygii	Cypriniformes		Cyprinidae	Notropis	Notropis chrysocephalus	NO			Striped Shiner	0.012	NA	0.013	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Orthoptera		Acrididae			NO			Grasshopper	0.004	NA	0.039	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Orthoptera		Tettigoniidae			NO			Katydid	0.0003	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Orthoptera					YES				0.0002	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Coleoptera		Carabidae			NO			Ground Beetle	0.0006	NA	0.045	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Coleoptera		Scarabaeidae			NO			Scarab Beetle	0.00006	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Coleoptera		Tenebrionidae			NO			Darkling Beetle	0.0001	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Colepotera					YES				0.004	NA	0.183	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Hemiptera		Pentatomidae			NO			Stink Bug	0.00004	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Hymenoptera		Apidae			NO			Bee	0.0001	NA	0.004	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta	Lepidoptera		Noctuidae			NO			Moth	0.0002	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Insecta						YES				0.002	NA	0.016	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae	Cambarus		NO			Crayfish	0.006	NA	0.015	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Malacostraca	Decapoda					YES			Crayfish	0.111	NA	0.256	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Arthropoda	Arachnida	Araneae					NO			Spider	0.00005	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Mollusca	Gastropoda			Polygyridae			NO			Snail	0.00008	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves						YES				0.071	NA	0.0222	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes					YES				0.08	NA	0.06216	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Passeridae	Passer	Passer domesticus	NO			House Sparrow	0.039	NA	0.01924	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Paridae	Poecile	Poecile atricapillus	NO			Black-capped Chickadee	0.011	NA	0.01332	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Bombycillidae	Bombycilla 	Bombycilla cedrorum	NO			Cedar Waxwing	0.0094	NA	0.00444	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Parulidae	Setophaga	Setophaga coronata	NO			Yellow-rumped Warbler	0.0036	NA	0.00444	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Parulidae	Setophaga	Setophaga ruticilla	NO			American Redstart	0.0019	NA	0.00296	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Parulidae	Setophaga	Setophaga petechia	NO			Yellow Warbler	0.0019	NA	0.00296	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Manitoba	Winnipeg	Coniferous forest	3	2004	2	2008	NA	Animalia	Chordata	Aves	Passeriformes		Fringillidae	Haemorhous	Haemorhous mexicanus	NO			House Finch	0.0042	NA	0.00296	NA	2323	NA	NA	"Observation, pellets, nest contents"		WL	"Artuso, Christian. 2010. The diet of the Eastern Screech-Owl, Megascops asio, at the northern periphery of its range. Canadian Field-Naturalist 124(2): 122?133."
