Order	CommonName	SciName	Status
1072	Pine Bunting	Emberiza leucocephalos	
1073	Yellow-browed Bunting	Emberiza chrysophrys	Rare/Accidental
1074	Little Bunting	Emberiza pusilla	
1075	Rustic Bunting	Emberiza rustica	Vulnerable
1076	Yellow-throated Bunting	Emberiza elegans	
1077	Yellow-breasted Bunting	Emberiza aureola	Endangered
1078	Gray Bunting	Emberiza variabilis	
1079	Pallas's Bunting	Emberiza pallasi	
1080	Reed Bunting	Emberiza schoeniclus	
1081	Hepatic Tanager	Piranga flava	
1082	Summer Tanager	Piranga rubra	
1083	Scarlet Tanager	Piranga olivacea	
1084	Western Tanager	Piranga ludoviciana	
1085	Flame-colored Tanager	Piranga bidentata	Rare/Accidental
1086	Crimson-collared Grosbeak	Rhodothraupis celaeno	Rare/Accidental
1087	Northern Cardinal	Cardinalis cardinalis	
1088	Pyrrhuloxia	Cardinalis sinuatus	
1089	Yellow Grosbeak	Pheucticus chrysopeplus	Rare/Accidental
1090	Rose-breasted Grosbeak	Pheucticus ludovicianus	
1091	Black-headed Grosbeak	Pheucticus melanocephalus	
1092	Blue Bunting	Cyanocompsa parellina	
1093	Blue Grosbeak	Passerina caerulea	
1094	Lazuli Bunting	Passerina amoena	
1095	Indigo Bunting	Passerina cyanea	
1096	Varied Bunting	Passerina versicolor	
1097	Painted Bunting	Passerina ciris	Near-threatened
1098	Dickcissel	Spiza americana	
1099	Bobolink	Dolichonyx oryzivorus	
1100	Red-winged Blackbird	Agelaius phoeniceus	
1101	Tricolored Blackbird	Agelaius tricolor	Endangered
1102	Tawny-shouldered Blackbird	Agelaius humeralis	Rare/Accidental
1103	Western Meadowlark	Sturnella neglecta	
1104	Eastern Meadowlark	Sturnella magna	
1105	Yellow-headed Blackbird	Xanthocephalus xanthocephalus	
1106	Rusty Blackbird	Euphagus carolinus	Vulnerable
1107	Brewer's Blackbird	Euphagus cyanocephalus	
1108	Common Grackle	Quiscalus quiscula	
1109	Boat-tailed Grackle	Quiscalus major	
1110	Great-tailed Grackle	Quiscalus mexicanus	
1111	Shiny Cowbird	Molothrus bonariensis	
1112	Bronzed Cowbird	Molothrus aeneus	
1113	Brown-headed Cowbird	Molothrus ater	
1114	Black-vented Oriole	Icterus wagleri	
1115	Orchard Oriole	Icterus spurius	
1116	Hooded Oriole	Icterus cucullatus	
1117	Venezuelan Troupial	Icterus icterus	Introduced species
1118	Streak-backed Oriole	Icterus pustulatus	
1119	Bullock's Oriole	Icterus bullockii	
1120	Spot-breasted Oriole	Icterus pectoralis	
1121	Altamira Oriole	Icterus gularis	
1122	Audubon's Oriole	Icterus graduacauda	
1123	Baltimore Oriole	Icterus galbula	
1124	Black-backed Oriole	Icterus abeillei	Rare/Accidental
1125	Scott's Oriole	Icterus parisorum	
1126	Montezuma Oropendola	Psarocolius montezuma	Introduced species
1127	Common Chaffinch	Fringilla coelebs	Rare/Accidental
1128	Brambling	Fringilla montifringilla	
1129	Asian Rosy-Finch	Leucosticte arctoa	Rare/Accidental
1130	Gray-crowned Rosy-Finch	Leucosticte tephrocotis	
1131	Black Rosy-Finch	Leucosticte atrata	
1132	Brown-capped Rosy-Finch	Leucosticte australis	
1133	Trumpeter Finch	Bucanetes githagineus	Rare/Accidental
1134	Pine Grosbeak	Pinicola enucleator	
1135	Eurasian Bullfinch	Pyrrhula pyrrhula	
1136	Poo-uli	Melamprosops phaeosoma	Critically endangered
1137	Akikiki	Oreomystis bairdi	Critically endangered
1138	Oahu Alauahio	Paroreomyza maculata	Critically endangered
1139	Kakawahie	Paroreomyza flammea	Extinct
1140	Maui Alauahio	Paroreomyza montana	Endangered
1141	Palila	Loxioides bailleui	Critically endangered
1142	Laysan Finch	Telespiza cantans	Vulnerable
1143	Nihoa Finch	Telespiza ultima	Critically endangered
1144	Kona Grosbeak	Chloridops kona	Extinct
1145	Lesser Koa-Finch	Rhodacanthis flaviceps	Extinct
1146	Greater Koa-Finch	Rhodacanthis palmeri	Extinct
1147	Ula-ai-hawane	Ciridops anna	Extinct
1148	Akohekohe	Palmeria dolei	Critically endangered
1149	Laysan Honeycreeper	Himatione fraithii	Endemic Extinct
1150	Apapane	Himatione sanguinea	Endemic
1151	Iiwi	Drepanis coccinea	Vulnerable
1152	Hawaii Mamo	Drepanis pacifica	Extinct
1153	Black Mamo	Drepanis funerea	Endemic Extinct
1154	Ou	Psittirostra psittacea	Critically endangered
1155	Lanai Hookbill	Dysmorodrepanis munroi	Endemic Extinct
1156	Maui Parrotbill	Pseudonestor xanthophrys	Critically endangered
1157	Kauai Nukupuu	Hemignathus hanapepe	Endemic Critically endangered
1158	Oahu Nukupuu	Hemignathus lucidus	Endemic Extinct
1159	Maui Nukupuu	Hemignathus affinis	Endemic Critically endangered
1160	Akiapolaau	Hemignathus wilsoni	Endangered
1161	Lesser Akialoa	Akialoa obscura	Endemic Extinct
1162	Oahu Akialoa	Akialoa ellisiana	Endemic Extinct
1163	Kauai Akialoa	Akialoa stejnegeri	Endemic Extinct
1164	Maui-nui Akialoa	Akialoa lanaiensis	Endemic Extinct
1165	Anianiau	Magumma parva	Vulnerable
1166	Hawaii Amakihi	Chlorodrepanis virens	Endemic
1167	Oahu Amakihi	Chlorodrepanis flava	Vulnerable
1168	Kauai Amakihi	Chlorodrepanis stejnegeri	Endemic Vulnerable
1169	Greater Amakihi	Viridonia sagittirostris	Extinct
1170	Hawaii Creeper	Loxops mana	Endangered
1171	Akekee	Loxops caeruleirostris	Endemic Critically endangered
1172	Hawaii Akepa	Loxops coccineus	Endemic Endangered
1173	Oahu Akepa	Loxops wolstenholmei	Endemic Extinct
1174	Maui Akepa	Loxops ochraceus	Endemic Critically endangered
1175	House Finch	Haemorhous mexicanus	
1176	Purple Finch	Haemorhous purpureus	
1177	Cassin's Finch	Haemorhous cassinii	Near-threatened
1178	Common Rosefinch	Carpodacus erythrinus	
1179	Pallas's Rosefinch	Carpodacus roseus	Rare/Accidental
1180	Oriental Greenfinch	Chloris sinica	Rare/Accidental
1181	Red Crossbill	Loxia curvirostra	
1182	White-winged Crossbill	Loxia leucoptera	
1183	Common Redpoll	Acanthis flammea	
1184	Hoary Redpoll	Acanthis hornemanni	
1185	Eurasian Siskin	Spinus spinus	Rare/Accidental
1186	Pine Siskin	Spinus pinus	
1187	Black-headed Siskin	Spinus notatus	Rare/Accidental
1188	Lesser Goldfinch	Spinus psaltria	
1189	Lawrence's Goldfinch	Spinus lawrencei	
1190	American Goldfinch	Spinus tristis	
1191	European Goldfinch	Carduelis carduelis	Introduced species
1192	European Serin	Serinus serinus	
1193	Island Canary	Serinus canaria	Introduced species
1194	Yellow-fronted Canary	Serinus mozambicus	Introduced species
1195	Evening Grosbeak	Coccothraustes vespertinus	
1196	Hawfinch	Coccothraustes coccothraustes	
1197	House Sparrow	Passer domesticus	Introduced species
1198	Eurasian Tree Sparrow	Passer montanus	Introduced species
1199	Northern Red Bishop	Euplectes franciscanus	Introduced species (non established)
1200	Yellow-crowned Bishop	Euplectes afer	Introduced species
1201	Lavender Waxbill	Estrilda caerulescens	Introduced species
1202	Orange-cheeked Waxbill	Estrilda melpoda	Introduced species
1203	Black-rumped Waxbill	Estrilda troglodytes	Introduced species
1204	Common Waxbill	Estrilda astrild	Introduced species
1205	Red-cheeked Cordonbleu	Uraeginthus bengalus	Introduced species
1206	Red Avadavat	Amandava amandava	Introduced species
1207	Zebra Finch	Taeniopygia guttata	Introduced species
1208	Indian Silverbill	Euodice malabarica	Introduced species
1209	African Silverbill	Euodice cantans	Introduced species
1210	Madagascar Munia	Lonchura nana	Introduced species
1211	Scaly-breasted Munia	Lonchura punctulata	Introduced species (non established)
1212	Tricolored Munia	Lonchura malacca	Rare/Accidental
1213	Chestnut Munia	Lonchura atricapilla	Introduced species
1214	White-headed Munia	Lonchura maja	Introduced species
1215	Java Sparrow	Lonchura oryzivora	Introduced species Vulnerable
1216	Pin-tailed Whydah	Vidua macroura	Introduced species
