TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
9156	issf	azchum3	Amazilia cyanocephala chlorostephana	Azure-crowned Hummingbird (Mosquitia)	Apodiformes	Trochilidae (Hummingbirds)		azchum1
9158	species	berhum	Amazilia beryllina	Berylline Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9162	species	blthum1	Amazilia cyanura	Blue-tailed Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9164	species	stvhum1	Amazilia saucerrottei	Steely-vented Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9166	species	inchum1	Amazilia cyanifrons	Indigo-capped Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9168	species	snbhum1	Amazilia edward	Snowy-bellied Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9170	species	grbhum1	Amazilia viridigaster	Green-bellied Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9172	issf	gnbhum1	Amazilia viridigaster [viridigaster Group]	Green-bellied Hummingbird (Green-bellied)	Apodiformes	Trochilidae (Hummingbirds)		grbhum1
9174	issf	gnbhum2	Amazilia viridigaster [cupreicauda Group]	Green-bellied Hummingbird (Copper-tailed)	Apodiformes	Trochilidae (Hummingbirds)		grbhum1
9176	species	rtlhum	Amazilia tzacatl	Rufous-tailed Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9178	issf	ruthum2	Amazilia tzacatl [tzacatl Group]	Rufous-tailed Hummingbird (Rufous-tailed)	Apodiformes	Trochilidae (Hummingbirds)		rtlhum
9180	issf	ruthum3	Amazilia tzacatl handleyi	Rufous-tailed Hummingbird (Escudo)	Apodiformes	Trochilidae (Hummingbirds)		rtlhum
9182	species	bubhum	Amazilia yucatanensis	Buff-bellied Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9184	issf	bubhum1	Amazilia yucatanensis yucatanensis	Buff-bellied Hummingbird (Yucatan)	Apodiformes	Trochilidae (Hummingbirds)		bubhum
9186	issf	bubhum2	Amazilia yucatanensis cerviniventris/chalconota	Buff-bellied Hummingbird (Northern)	Apodiformes	Trochilidae (Hummingbirds)		bubhum
9188	species	cinhum1	Amazilia rutila	Cinnamon Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9190	issf	cinhum2	Amazilia rutila graysoni	Cinnamon Hummingbird (Tres Marias Is.)	Apodiformes	Trochilidae (Hummingbirds)		cinhum1
9192	issf	cinhum3	Amazilia rutila [rutila Group]	Cinnamon Hummingbird (Mainland)	Apodiformes	Trochilidae (Hummingbirds)		cinhum1
9194	species	vichum	Amazilia violiceps	Violet-crowned Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9195.5	hybrid	x00633	Cynanthus latirostris x Amazilia violiceps	Broad-billed x Violet-crowned Hummingbird (hybrid)	Apodiformes	Trochilidae (Hummingbirds)		
9196	species	grfhum1	Amazilia viridifrons	Green-fronted Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9198	issf	gnfhum1	Amazilia viridifrons viridifrons	Green-fronted Hummingbird (Green-fronted)	Apodiformes	Trochilidae (Hummingbirds)		grfhum1
9200	issf	gnfhum2	Amazilia viridifrons wagneri	Green-fronted Hummingbird (Cinnamon-sided)	Apodiformes	Trochilidae (Hummingbirds)		grfhum1
9202	species	corhum1	Amazilia tobaci	Copper-rumped Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9204	spuh	amazil1	Amazilia sp.	Amazilia sp.	Apodiformes	Trochilidae (Hummingbirds)		
9206	species	gotsap1	Chrysuronia oenone	Golden-tailed Sapphire	Apodiformes	Trochilidae (Hummingbirds)		
9208	species	ruchum1	Goethalsia bella	Pirre Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9210	species	vichum1	Goldmania violiceps	Violet-capped Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9212	species	stream1	Trochilus polytmus	Streamertail	Apodiformes	Trochilidae (Hummingbirds)		
9214	issf	stream2	Trochilus polytmus polytmus	Streamertail (Red-billed)	Apodiformes	Trochilidae (Hummingbirds)		stream1
9216	issf	stream3	Trochilus polytmus scitulus	Streamertail (Black-billed)	Apodiformes	Trochilidae (Hummingbirds)		stream1
9218	species	sathum1	Lepidopyga coeruleogularis	Sapphire-throated Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9220	species	sabhum1	Lepidopyga lilliae	Sapphire-bellied Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9222	species	shghum1	Lepidopyga goudoti	Shining-green Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9224	species	vibhum1	Damophila julie	Violet-bellied Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9226	species	humsap2	Hylocharis humboldtii	Humboldt's Sapphire	Apodiformes	Trochilidae (Hummingbirds)		
9228	species	bltgol1	Hylocharis eliciae	Blue-throated Goldentail	Apodiformes	Trochilidae (Hummingbirds)		
9230	species	rutsap1	Hylocharis sapphirina	Rufous-throated Sapphire	Apodiformes	Trochilidae (Hummingbirds)		
9232	species	whcsap1	Hylocharis cyanus	White-chinned Sapphire	Apodiformes	Trochilidae (Hummingbirds)		
9234	species	gilhum1	Hylocharis chrysura	Gilded Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9236	species	blhsap1	Hylocharis grayi	Blue-headed Sapphire	Apodiformes	Trochilidae (Hummingbirds)		
9238	species	whehum	Hylocharis leucotis	White-eared Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9240	species	xanhum	Hylocharis xantusii	Xantus's Hummingbird	Apodiformes	Trochilidae (Hummingbirds)		
9298	spuh	hummin	Trochilidae sp.	hummingbird sp.	Apodiformes	Trochilidae (Hummingbirds)		
9299	species	spemou2	Colius striatus	Speckled Mousebird	Coliiformes	Coliidae (Mousebirds)	Mousebirds	
9317	species	whhmou1	Colius leucocephalus	White-headed Mousebird	Coliiformes	Coliidae (Mousebirds)		
9320	species	rebmou1	Colius castanotus	Red-backed Mousebird	Coliiformes	Coliidae (Mousebirds)		
9321	species	whbmou1	Colius colius	White-backed Mousebird	Coliiformes	Coliidae (Mousebirds)		
9322	species	blnmou1	Urocolius macrourus	Blue-naped Mousebird	Coliiformes	Coliidae (Mousebirds)		
9329	species	refmou1	Urocolius indicus	Red-faced Mousebird	Coliiformes	Coliidae (Mousebirds)		
9334.5	spuh	mouseb1	Coliidae sp.	mousebird sp.	Coliiformes	Coliidae (Mousebirds)		
9335	species	earque	Euptilotis neoxenus	Eared Quetzal	Trogoniformes	Trogonidae (Trogons)	Trogons and Quetzals	
9336	species	pavque1	Pharomachrus pavoninus	Pavonine Quetzal	Trogoniformes	Trogonidae (Trogons)		
9340	species	gohque1	Pharomachrus auriceps	Golden-headed Quetzal	Trogoniformes	Trogonidae (Trogons)		
9343	species	resque1	Pharomachrus mocinno	Resplendent Quetzal	Trogoniformes	Trogonidae (Trogons)		
9344	issf	resque2	Pharomachrus mocinno mocinno	Resplendent Quetzal (Guatemalan)	Trogoniformes	Trogonidae (Trogons)		resque1
9345	issf	resque3	Pharomachrus mocinno costaricensis	Resplendent Quetzal (Costa Rican)	Trogoniformes	Trogonidae (Trogons)		resque1
9346	species	whtque1	Pharomachrus fulgidus	White-tipped Quetzal	Trogoniformes	Trogonidae (Trogons)		
9349	species	creque1	Pharomachrus antisianus	Crested Quetzal	Trogoniformes	Trogonidae (Trogons)		
9349.5	slash	y00787	Pharomachrus auriceps/antisianus	Golden-headed/Crested Quetzal	Trogoniformes	Trogonidae (Trogons)		
9350	species	cubtro1	Priotelus temnurus	Cuban Trogon	Trogoniformes	Trogonidae (Trogons)		
9353	species	histro1	Priotelus roseigaster	Hispaniolan Trogon	Trogoniformes	Trogonidae (Trogons)		
9354	species	lattro1	Trogon clathratus	Lattice-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9355	species	slttro1	Trogon massena	Slaty-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9356	issf	slttro2	Trogon massena massena/hoffmanni	Slaty-tailed Trogon (Massena)	Trogoniformes	Trogonidae (Trogons)		slttro1
9359	issf	slttro3	Trogon massena australis	Slaty-tailed Trogon (Chapman's)	Trogoniformes	Trogonidae (Trogons)		slttro1
9360	species	buttro1	Trogon comptus	Blue-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9361	species	bkttro2	Trogon mesurus	Ecuadorian Trogon	Trogoniformes	Trogonidae (Trogons)		
9362	species	blttro1	Trogon melanurus	Black-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9363	issf	bkttro3	Trogon melanurus macroura	Black-tailed Trogon (Large-tailed)	Trogoniformes	Trogonidae (Trogons)		blttro1
9364	issf	bkttro1	Trogon melanurus [melanurus Group]	Black-tailed Trogon (Black-tailed)	Trogoniformes	Trogonidae (Trogons)		blttro1
9368	species	blhtro1	Trogon melanocephalus	Black-headed Trogon	Trogoniformes	Trogonidae (Trogons)		
9371	species	cittro1	Trogon citreolus	Citreoline Trogon	Trogoniformes	Trogonidae (Trogons)		
9374	species	whttro1	Trogon chionurus	White-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9375	species	gnbtro1	Trogon viridis	Green-backed Trogon	Trogoniformes	Trogonidae (Trogons)		
9378	species	baitro1	Trogon bairdii	Baird's Trogon	Trogoniformes	Trogonidae (Trogons)		
9379	species	gartro1	Trogon caligatus	Gartered Trogon	Trogoniformes	Trogonidae (Trogons)		
9384	species	viotro2	Trogon violaceus	Guianan Trogon	Trogoniformes	Trogonidae (Trogons)		
9385	species	viotro3	Trogon ramonianus	Amazonian Trogon	Trogoniformes	Trogonidae (Trogons)		
9386	slash	viotro1	Trogon violaceus/ramonianus	Guianan/Amazonian Trogon	Trogoniformes	Trogonidae (Trogons)		
9388	species	blctro1	Trogon curucui	Blue-crowned Trogon	Trogoniformes	Trogonidae (Trogons)		
9392	species	surtro1	Trogon surrucura	Surucua Trogon	Trogoniformes	Trogonidae (Trogons)		
9393	issf	surtro2	Trogon surrucura aurantius	Surucua Trogon (Orange-bellied)	Trogoniformes	Trogonidae (Trogons)		surtro1
9394	issf	surtro3	Trogon surrucura surrucura	Surucua Trogon (Red-bellied)	Trogoniformes	Trogonidae (Trogons)		surtro1
9395	species	blttro2	Trogon rufus	Black-throated Trogon	Trogoniformes	Trogonidae (Trogons)		
9402	species	eletro	Trogon elegans	Elegant Trogon	Trogoniformes	Trogonidae (Trogons)		
9403	issf	eletro1	Trogon elegans [ambiguus Group]	Elegant Trogon (Coppery-tailed)	Trogoniformes	Trogonidae (Trogons)		eletro
9407	issf	eletro2	Trogon elegans elegans/lubricus	Elegant Trogon (Elegant)	Trogoniformes	Trogonidae (Trogons)		eletro
9410	species	moutro1	Trogon mexicanus	Mountain Trogon	Trogoniformes	Trogonidae (Trogons)		
9414	species	orbtro1	Trogon aurantiiventris	Orange-bellied Trogon	Trogoniformes	Trogonidae (Trogons)		
9418	species	coltro1	Trogon collaris	Collared Trogon	Trogoniformes	Trogonidae (Trogons)		
9419	issf	coltro2	Trogon collaris puella/extimus	Collared Trogon (Bar-tailed)	Trogoniformes	Trogonidae (Trogons)		coltro1
9422	issf	coltro3	Trogon collaris [collaris Group]	Collared Trogon (Collared)	Trogoniformes	Trogonidae (Trogons)		coltro1
9430	species	mastro1	Trogon personatus	Masked Trogon	Trogoniformes	Trogonidae (Trogons)		
9440	spuh	newtro1	Trogon sp.	New World trogon sp.	Trogoniformes	Trogonidae (Trogons)		
9441	species	nartro1	Apaloderma narina	Narina Trogon	Trogoniformes	Trogonidae (Trogons)		
9446	species	bactro1	Apaloderma aequatoriale	Bare-cheeked Trogon	Trogoniformes	Trogonidae (Trogons)		
9447	species	battro1	Apaloderma vittatum	Bar-tailed Trogon	Trogoniformes	Trogonidae (Trogons)		
9450	species	javtro1	Harpactes reinwardtii	Javan Trogon	Trogoniformes	Trogonidae (Trogons)		
9451	species	sumtro1	Harpactes mackloti	Sumatran Trogon	Trogoniformes	Trogonidae (Trogons)		
9452	species	maltro1	Harpactes fasciatus	Malabar Trogon	Trogoniformes	Trogonidae (Trogons)		
9456	species	rentro1	Harpactes kasumba	Red-naped Trogon	Trogoniformes	Trogonidae (Trogons)		
9459	species	diatro1	Harpactes diardii	Diard's Trogon	Trogoniformes	Trogonidae (Trogons)		
9463	species	phitro1	Harpactes ardens	Philippine Trogon	Trogoniformes	Trogonidae (Trogons)		
9469	species	whitro1	Harpactes whiteheadi	Whitehead's Trogon	Trogoniformes	Trogonidae (Trogons)		
9470	species	cirtro1	Harpactes orrhophaeus	Cinnamon-rumped Trogon	Trogoniformes	Trogonidae (Trogons)		
9473	species	scrtro1	Harpactes duvaucelii	Scarlet-rumped Trogon	Trogoniformes	Trogonidae (Trogons)		
9474	species	rehtro1	Harpactes erythrocephalus	Red-headed Trogon	Trogoniformes	Trogonidae (Trogons)		
9485	species	orbtro2	Harpactes oreskios	Orange-breasted Trogon	Trogoniformes	Trogonidae (Trogons)		
9491	species	wartro1	Harpactes wardi	Ward's Trogon	Trogoniformes	Trogonidae (Trogons)		
9491.5	spuh	asitro1	Harpactes sp.	asian trogon sp.	Trogoniformes	Trogonidae (Trogons)		
9492	species	cubtod1	Todus multicolor	Cuban Tody	Coraciiformes	Todidae (Todies)	Todies	
9493	species	brbtod1	Todus subulatus	Broad-billed Tody	Coraciiformes	Todidae (Todies)		
9494	species	nabtod1	Todus angustirostris	Narrow-billed Tody	Coraciiformes	Todidae (Todies)		
9495	species	jamtod1	Todus todus	Jamaican Tody	Coraciiformes	Todidae (Todies)		
9496	species	purtod1	Todus mexicanus	Puerto Rican Tody	Coraciiformes	Todidae (Todies)		
9497	species	todmot1	Hylomanes momotula	Tody Motmot	Coraciiformes	Momotidae (Motmots)	Motmots	
9501	species	bltmot1	Aspatha gularis	Blue-throated Motmot	Coraciiformes	Momotidae (Motmots)		
9502	species	rucmot1	Momotus mexicanus	Russet-crowned Motmot	Coraciiformes	Momotidae (Motmots)		
9507	species	blcmot1	Momotus coeruliceps	Blue-crowned Motmot	Coraciiformes	Momotidae (Motmots)		
9508	issf	bucmot1	Momotus coeruliceps coeruliceps	Blue-crowned Motmot (Blue-crowned)	Coraciiformes	Momotidae (Motmots)		blcmot1
9509	issf	bucmot2	Momotus coeruliceps [lessonii Group]	Blue-crowned Motmot (Lesson's)	Coraciiformes	Momotidae (Motmots)		blcmot1
9513	species	bucmot3	Momotus subrufescens	Whooping Motmot	Coraciiformes	Momotidae (Motmots)		
9514	issf	whomot1	Momotus subrufescens [subrufescens Group]	Whooping Motmot (Whooping)	Coraciiformes	Momotidae (Motmots)		bucmot3
9521	issf	whomot2	Momotus subrufescens argenticinctus	Whooping Motmot (argenticinctus)	Coraciiformes	Momotidae (Motmots)		bucmot3
9522	species	trimot1	Momotus bahamensis	Trinidad Motmot	Coraciiformes	Momotidae (Motmots)		
9523	species	bucmot4	Momotus momota	Amazonian Motmot	Coraciiformes	Momotidae (Motmots)		
9532	species	higmot1	Momotus aequatorialis	Andean Motmot	Coraciiformes	Momotidae (Motmots)		
9535	species	rufmot1	Baryphthengus martii	Rufous Motmot	Coraciiformes	Momotidae (Motmots)		
9536	species	rucmot2	Baryphthengus ruficapillus	Rufous-capped Motmot	Coraciiformes	Momotidae (Motmots)		
9536.5	hybrid	x00769	Momotus momota x Baryphthengus ruficapillus	Amazonian x Rufous-capped Motmot (hybrid)	Coraciiformes	Momotidae (Motmots)		
9537	species	kebmot1	Electron carinatum	Keel-billed Motmot	Coraciiformes	Momotidae (Motmots)		
9538	species	brbmot1	Electron platyrhynchum	Broad-billed Motmot	Coraciiformes	Momotidae (Motmots)		
9539	issf	brbmot2	Electron platyrhynchum [platyrhynchum Group]	Broad-billed Motmot (Broad-billed)	Coraciiformes	Momotidae (Motmots)		brbmot1
9543	issf	brbmot3	Electron platyrhynchum [pyrrholaemum Group]	Broad-billed Motmot (Plain-tailed)	Coraciiformes	Momotidae (Motmots)		brbmot1
9546.5	slash	y00733	Electron carinatum/platyrhynchum	Keel-billed/Broad-billed Motmot	Coraciiformes	Momotidae (Motmots)		
9547	species	tubmot1	Eumomota superciliosa	Turquoise-browed Motmot	Coraciiformes	Momotidae (Motmots)		
9554.5	spuh	motmot1	Momotidae sp.	motmot sp.	Coraciiformes	Momotidae (Motmots)		
9555	species	blykin1	Alcedo hercules	Blyth's Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)	Kingfishers	
9556	species	comkin1	Alcedo atthis	Common Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9556.1	issf	comkin2	Alcedo atthis [atthis Group]	Common Kingfisher (Common)	Coraciiformes	Alcedinidae (Kingfishers)		comkin1
9561.1	issf	comkin3	Alcedo atthis hispidoides/solomonensis	Common Kingfisher (Cobalt-eared)	Coraciiformes	Alcedinidae (Kingfishers)		comkin1
9564	species	hackin1	Alcedo semitorquata	Half-collared Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9568	species	shbkin1	Alcedo quadribrachys	Shining-blue Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9571	species	blekin1	Alcedo meninting	Blue-eared Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9581	species	blbkin2	Alcedo euryzona	Blue-banded Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9582	species	smbkin1	Alcedo coerulescens	Small Blue Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9583	species	azukin1	Ceyx azureus	Azure Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9592	species	biskin1	Ceyx websteri	Bismarck Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9596	species	inbkin2	Ceyx cyanopectus	Indigo-banded Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9600	species	norsik1	Ceyx flumenicolus	Northern Silvery-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9601	species	silkin1	Ceyx argentatus	Southern Silvery-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9616	species	litkin1	Ceyx pusillus	Little Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9626	species	bkbkin1	Ceyx erithaca	Black-backed Dwarf-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9631.5	species	rubkin1	Ceyx rufidorsa	Rufous-backed Dwarf-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9632	species	phikin1	Ceyx melanurus	Philippine Dwarf-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9633	issf	phidwk1	Ceyx melanurus melanurus	Philippine Dwarf-Kingfisher (Luzon)	Coraciiformes	Alcedinidae (Kingfishers)		phikin1
9634	issf	phidwk2	Ceyx melanurus samarensis	Philippine Dwarf-Kingfisher (Samar)	Coraciiformes	Alcedinidae (Kingfishers)		phikin1
9635	issf	phidwk3	Ceyx melanurus mindanensis	Philippine Dwarf-Kingfisher (Mindanao)	Coraciiformes	Alcedinidae (Kingfishers)		phikin1
9636	species	sulkin1	Ceyx fallax	Sulawesi Dwarf-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9640	species	varkin1	Ceyx lepidus	Variable Dwarf-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9640.1	issf	vardwk1	Ceyx lepidus margarethae	Variable Dwarf-Kingfisher (Dimorphic)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.2	issf	vardwk2	Ceyx lepidus wallacii	Variable Dwarf-Kingfisher (Sula)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.3	issf	vardwk3	Ceyx lepidus uropygialis	Variable Dwarf-Kingfisher (North Moluccan)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.4	issf	vardwk4	Ceyx lepidus lepidus	Variable Dwarf-Kingfisher (Seram)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.5	issf	vardwk5	Ceyx lepidus cajeli	Variable Dwarf-Kingfisher (Buru)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.6	issf	vardwk6	Ceyx lepidus solitarius	Variable Dwarf-Kingfisher (New Guinea)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.7	issf	vardwk7	Ceyx lepidus dispar	Variable Dwarf-Kingfisher (Manus)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.8	issf	vardwk8	Ceyx lepidus mulcatus	Variable Dwarf-Kingfisher (New Ireland)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.82	issf	vardwk9	Ceyx lepidus sacerdotis	Variable Dwarf-Kingfisher (New Britain)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.84	issf	vardwk10	Ceyx lepidus pallidus	Variable Dwarf-Kingfisher (Bougainville)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.86	issf	vardwk11	Ceyx lepidus collectoris	Variable Dwarf-Kingfisher (New Georgia)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.88	issf	vardwk12	Ceyx lepidus meeki	Variable Dwarf-Kingfisher (North Solomons)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.9	issf	vardwk13	Ceyx lepidus malaitae	Variable Dwarf-Kingfisher (Malaita)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.92	issf	vardwk14	Ceyx lepidus nigromaxilla	Variable Dwarf-Kingfisher (Guadalcanal)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9640.94	issf	vardwk15	Ceyx lepidus gentianus	Variable Dwarf-Kingfisher (Makira)	Coraciiformes	Alcedinidae (Kingfishers)		varkin1
9641	species	malkin1	Corythornis cristatus	Malachite Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9641.1	issf	malkin3	Corythornis cristatus [cristatus Group]	Malachite Kingfisher (Mainland)	Coraciiformes	Alcedinidae (Kingfishers)		malkin1
9641.6	issf	malkin5	Corythornis cristatus thomensis	Malachite Kingfisher (Sao Tome)	Coraciiformes	Alcedinidae (Kingfishers)		malkin1
9641.8	issf	malkin4	Corythornis cristatus nais	Malachite Kingfisher (Principe)	Coraciiformes	Alcedinidae (Kingfishers)		malkin1
9642	species	malkin2	Corythornis vintsioides	Malagasy Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9643	species	whbkin1	Corythornis leucogaster	White-bellied Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
9656	species	mapkin1	Corythornis madagascariensis	Madagascar Pygmy-Kingfisher	Coraciiformes	Alcedinidae (Kingfishers)		
