Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Metazoa	Chordata	Actinopteri	Cypriniformes	NA	Cyprinidae	Pimephales	Pimephales promelas	NA	NA	NA	NA	fathead minnow	0.05	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	NA	NA	NA	NA	seed	NA	0.01	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Hydrocharitaceae	Najas	NA	NA	NA	NA	seed	naiads	0.0709	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Potamogetonaceae	Potamogeton	NA	NA	NA	NA	seed	pondweeds	0.006	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scirpus	NA	NA	NA	NA	seed	NA	0.007	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1984	NA	1987	Fall	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Potamogetonaceae	Potamogeton	NA	NA	NA	NA	vegetation	pondweeds	0.001	Wt_or_Vol	17	14	NA	stomach contents	Data collected during the fall migration season; Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Metazoa	Arthropoda	Insecta	Diptera	Nematocera	Chironomidae	NA	NA	NA	NA	NA	NA	nonbiting midges	0.4585	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	gastropods	0.0769	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Metazoa	Arthropoda	Malacostraca	Decapoda	Pleocyemata	Palaemonidae	Palaemon	Palaemon pugio	NA	NA	NA	NA	NA	0.0729	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scirpus	NA	NA	NA	NA	seed	NA	0.3596	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.001	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	green algae	0.023	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	fiber	NA	0.006	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	Rockefeller Wildlife Refuge	NA	NA	1986	NA	1986	Winter	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	vegetation	NA	0.002	Wt_or_Vol	8	41	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Malacostraca	Amphipoda	Senticaudata	Gammaridae	Gammarus	NA	NA	NA	NA	NA	NA	0.3116	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Malacostraca	Amphipoda	Senticaudata	Hyalellidae	Hyalella	NA	NA	NA	NA	NA	NA	0.021	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Diptera	Nematocera	Chironomidae	NA	NA	NA	NA	NA	NA	nonbiting midges	0.023	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Coleoptera	Adephaga	Haliplidae	NA	NA	NA	NA	NA	NA	crawling water beetles	0.018	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Hemiptera	NA	Corixidae	NA	NA	NA	NA	NA	NA	NA	0.015	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Odonata	Anisoptera	NA	NA	NA	NA	NA	NA	NA	dragonflies	0.003	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Odonata	Zygoptera	NA	NA	NA	NA	NA	NA	NA	damselflies	0.012	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Arthropoda	Insecta	Trichoptera	NA	NA	NA	NA	NA	NA	NA	NA	caddisflies	0.0882	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Hydrobiidae	NA	NA	NA	NA	NA	NA	NA	0.0401	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Lymnaeidae	NA	NA	NA	NA	NA	NA	pond snails	0.0271	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Physidae	NA	NA	NA	NA	NA	NA	NA	0.004	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Planorbidae	NA	NA	NA	NA	NA	NA	NA	0.1112	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Valvatidae	NA	NA	NA	NA	NA	NA	NA	0.1102	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	Viviparidae	NA	NA	NA	NA	NA	NA	NA	0.01	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	gastropods	0.018	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Mollusca	Bivalvia	Veneroida	NA	Sphaeriidae	NA	NA	NA	NA	NA	NA	NA	0.0601	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Annelida	Hirudinida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Chordata	Actinopteri	Perciformes	Cottioidei	Gasterosteidae	Culaea	Culaea inconstans	NA	NA	NA	NA	brook stickleback	0.022	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Metazoa	Chordata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chordates	0.013	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	NA	Ceratophyllales	NA	Ceratophyllaceae	Ceratophyllum	NA	NA	NA	NA	seed	NA	0.016	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	NA	Nymphaeales	NA	Nymphaeaceae	Nymphaea	NA	NA	NA	NA	seed	NA	0.004	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	NA	Caryophyllales	NA	Polygonaceae	Polygonum	NA	NA	NA	NA	seed	NA	0.009	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Potamogetonaceae	Potamogeton	NA	NA	NA	NA	seed	pondweeds	0.017	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scirpus	NA	NA	NA	NA	seed	NA	0.013	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	Charophyceae	Charales	NA	Characeae	Chara	NA	NA	NA	NA	vegetation	NA	0.018	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	NA	Saxifragales	NA	Haloragaceae	Myriophyllum	NA	NA	NA	NA	vegetation	water milfoils	0.001	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Lesser Scaup	Aythya affinis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Minnesota	NA	NA	NA	1986	NA	1988	Winter	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Zizania	Zizania aquatica	NA	NA	NA	vegetation	NA	0.001	Wt_or_Vol	27	57	NA	stomach contents	Data collected from male and female individuals	AMO	"Afton, A.D., Hier, R.H. & Paulus, S.L. (1991) Lesser scaup diets during migration and winter in the Mississippi flyway. Canadian Journal of Zoology, 69, 328–333."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	Laguna Madre	NA	NA	1967	NA	1968	Winter	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Cymodoceaceae	Halodule	Halodule wrightii	NA	NA	NA	rhizome	NA	0.8762	Wt_or_Vol	4	104	NA	stomach contents	NA	AMO	"McMahan, C.A. (1970) Food habits of ducks wintering on Laguna Madre, Texas. Journal of Wildlife Management, 34, 946–949."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	Laguna Madre	NA	NA	1967	NA	1968	Winter	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Cymodoceaceae	Ruppia	Ruppia maritima	NA	NA	NA	rhizome	NA	0.102	Wt_or_Vol	4	104	NA	stomach contents	NA	AMO	"McMahan, C.A. (1970) Food habits of ducks wintering on Laguna Madre, Texas. Journal of Wildlife Management, 34, 946–949."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	Laguna Madre	NA	NA	1967	NA	1968	Winter	Metazoa	Mollusca	Gastropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	gastropods	0.0208	Wt_or_Vol	4	104	NA	stomach contents	NA	AMO	"McMahan, C.A. (1970) Food habits of ducks wintering on Laguna Madre, Texas. Journal of Wildlife Management, 34, 946–949."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	Laguna Madre	NA	NA	1967	NA	1968	Winter	Metazoa	Mollusca	Bivalvia	NA	NA	NA	NA	NA	NA	NA	NA	NA	bivalves	0.001	Wt_or_Vol	4	104	NA	stomach contents	NA	AMO	"McMahan, C.A. (1970) Food habits of ducks wintering on Laguna Madre, Texas. Journal of Wildlife Management, 34, 946–949."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Chlorophyta	Ulvophyceae	Cladophorales	NA	Cladophoraceae	Rhizoclonium	NA	NA	NA	NA	NA	NA	0.11	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Streptophyta	NA	Caryophyllales	NA	Polygonaceae	Polygonum	NA	NA	NA	NA	seed	NA	0.14	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.21	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Leersia	Leersia oryzoides	NA	NA	NA	seed	rice cutgrass	0.05	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
Redhead	Aythya americana	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Wisconsin	NA	NA	NA	NA	NA	NA	NA	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	root	NA	0.08	Wt_or_Vol	7	11	NA	stomach contents	Data collected during the laying season; Data collected from only female individuals	AMO	"Kenow, K.P. & Rusch, D.H. (1996) Food Habits of Redheads at the Horicon Marsh, Wisconsin. Journal of Field Ornithology, 67, 649–659."
