Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Commelinales	NA	Commelinaceae	Aneilema	NA	NA	NA	NA	seed	NA	0.233	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Panicum	NA	NA	NA	NA	seed	NA	0.0857	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Paspalum	NA	NA	NA	NA	seed	NA	0.0022	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Saxifragales	NA	Altingiaceae	Liquidambar	Liquidambar styraciflua	NA	NA	NA	seed	sweet gum	0.022	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Metazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	metazoans	0.0396	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Alismataceae	Sagittaria	Sagittaria graminea	NA	NA	NA	tuber	NA	0.0154	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Rosales	NA	Ulmaceae	Planera	Planera aquatica	NA	NA	NA	fruit	NA	0	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scleria	Scleria reticularis	NA	NA	NA	seed	NA	0	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Paspalum	Paspalum urvillei	NA	NA	NA	seed	NA	0	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Rosales	NA	Rosaceae	Rubus	Rubus cuneifolius	NA	NA	NA	fruit	NA	0	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Potamogetonaceae	Potamogeton	NA	NA	NA	NA	vegetation	pondweeds	0.0044	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Araceae	Spirodela	Spirodela polyrhiza	NA	NA	NA	vegetation	great duckweed	0.0418	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	Echinochloa walteri	NA	NA	NA	seed	NA	0.0088	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Nymphaeales	NA	Nymphaeaceae	Nymphaea	Nymphaea odorata	NA	NA	NA	seed	NA	0.0396	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Caryophyllales	NA	Polygonaceae	Polygonum	NA	NA	NA	NA	seed	NA	0.1978	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Leersia	Leersia oryzoides	NA	NA	NA	seed	rice cutgrass	0.022	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Nymphaeales	NA	Cabombaceae	Brasenia	Brasenia schreberi	NA	NA	NA	seed	NA	0.0022	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Vitales	NA	Vitaceae	Vitis	Vitis rotundifolia	NA	NA	NA	seed	NA	0.0066	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Fagales	NA	Fagaceae	Quercus	NA	NA	NA	NA	seed	NA	0.1934	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Myrtales	NA	Onagraceae	Ludwigia	NA	NA	NA	NA	seed	NA	0.033	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Cupressales	NA	Cupressaceae	Taxodium	Taxodium distichum	NA	NA	NA	seed	NA	0.0374	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Malpighiales	NA	Hypericaceae	Hypericum	Hypericum walteri	NA	NA	NA	seed	NA	0.0066	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Rosales	NA	Urticaceae	Boehmeria	NA	NA	NA	NA	seed	NA	0.0044	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	10	NA	2	NA	NA	Viridiplantae	Streptophyta	NA	Asterales	NA	Asteraceae	Bidens	Bidens frondosa	NA	NA	NA	seed	NA	0.0044	Wt_or_Vol	24	103	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Annelida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	annelid worms	0.0076	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Mollusca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mollusks	0.0304	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Malacostraca	Isopoda	NA	NA	NA	NA	NA	NA	NA	NA	"pill bugs, wood lice and sea slaters"	0.0481	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Malacostraca	Decapoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Arachnida	Araneae	NA	NA	NA	NA	NA	NA	NA	NA	spiders	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Odonata	NA	NA	NA	NA	NA	NA	NA	NA	dragonflies and damselflies	0.0177	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Hemiptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0152	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Neuroptera	NA	NA	NA	NA	NA	NA	NA	NA	net-winged insects	0.0152	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	NA	NA	beetles	0.0203	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	NA	NA	NA	NA	NA	butterflies and moths	0.2203	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	Diptera	NA	NA	NA	NA	NA	NA	NA	NA	flies	0.0278	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	true insects	0.0886	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Metazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	metazoans	0.0203	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Sapindales	NA	Aceraceae	Acer	NA	NA	NA	NA	seed	maple trees	0.2228	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Nymphaeales	NA	Cabombaceae	Brasenia	Brasenia schreberi	NA	NA	NA	seed	NA	0.0759	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Gentianales	NA	Rubiaceae	Cephalanthus	Cephalanthus occidentalis	NA	NA	NA	seed	NA	0.0177	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Lamiales	NA	Oleaceae	Forestiera	Forestiera acuminata	NA	NA	NA	seed	NA	0.0101	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Fabales	NA	Fabaceae	Glycine	Glycine max	NA	NA	NA	seed	soybean	0.0278	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Alismatales	NA	Araceae	Lemna	Lemna valdiviana	NA	NA	NA	seed	NA	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Saxifragales	NA	Altingiaceae	Liquidambar	Liquidambar styraciflua	NA	NA	NA	seed	sweet gum	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Caryophyllales	NA	Polygonaceae	Polygonum	NA	NA	NA	NA	seed	NA	0	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Fagales	NA	Fagaceae	Quercus	NA	NA	NA	NA	acorn	NA	0.0203	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Laurales	NA	Lauraceae	Sassafras	Sassafras albidum	NA	NA	NA	seed	NA	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Rosales	NA	Ulmaceae	Ulmus	NA	NA	NA	NA	seed	NA	0.043	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Dipsacales	NA	Adoxaceae	Viburnum	Viburnum prunifolium	NA	NA	NA	seed	NA	0.0051	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	Vitales	NA	Vitaceae	Vitis	Vitis cinerea	NA	NA	NA	seed	NA	0.0101	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.0127	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Missouri	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.0177	Wt_or_Vol	28	115	NA	stomach contents	Data collected from male and female individuals	AMO	"Drobney, R.D. & Fredrickson, L.H. (1979) Food selection by wood ducks in relation to breeding status. Journal of Wildlife Management, 43, 109–120."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Commelinales	NA	Commelinaceae	Aneilema	NA	NA	NA	NA	seed	NA	0.0628	Wt_or_Vol	24	33	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Panicum	NA	NA	NA	NA	seed	NA	0.1591	Wt_or_Vol	24	33	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
Wood Duck	Aix sponsa	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	South Carolina	NA	NA	3	NA	5	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Paspalum	NA	NA	NA	NA	seed	NA	0	Wt_or_Vol	24	33	NA	stomach contents	NA	AMO	"Landers, J.L., Fendley, T.T. & Johnson, A.S. (1977) Feeding ecology of wood ducks in South Carolina. Journal of Wildlife Management, 41, 118–127."
