Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source	doi	sex	age_class	within_study_data_source	table_fig_number	title	lastname_author	source_year	journal
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Aves	Passeriformes	NA				no	178265	verified	NA	NA	NA	0.241	Occurrence	13	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308"	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Aves	Galliformes	NA	Odontophoridae	Colinus	Colinus virginianus	yes	175863	verified	NA	NA	NA	0.056	Occurrence	3	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308\\""	https://doi.org/10.2307/4083028"""	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Aves		NA				no	174371	verified	NA	NA	NA	0.056	Occurrence	3	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308"	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Tamias	Tamias striatus	yes	180207	verified	NA	NA	NA	0.038	Occurrence	1	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308\\""	https://doi.org/10.2307/4083028"""	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Peromyscus		yes	180275	verified	NA	NA	NA	0.056	Occurrence	3	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308\\""	https://doi.org/10.2307/4083028"""	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Microtus		yes	180296	verified	NA	NA	NA	0.037	Occurrence	2	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308"	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Reptilia	Squamata	Iguania	Dactyloidae	Anolis		yes	173883	verified	NA	NA	NA	0.037	Occurrence	2	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308\\""	https://doi.org/10.2307/4083028"""	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Reptilia	Squamata	Autarchoglossa	Scincidae	Eumeces		yes	173958	verified	NA	NA	NA	0.037	Occurrence	2	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308"	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Chordata	Amphibia	Anura	NA	Hylidae	Hyla		yes	173498	verified	NA	NA	NA	0.019	Occurrence	1	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308\\""	https://doi.org/10.2307/4083028"""	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
Coopers Hawk	Astur cooperii	NA	Accipitridae	eBird Clements checklist v2024	NA	NA	NA	NA	NA	United States;Canada	NA	NA	NA	1924	NA	1947	NA	1	Animalia	Arthropoda	Insecta	Orthoptera	NA				yes	102160	verified	NA	NA	NA	0.111	Occurrence	6	54	NA	stomach contents	Item_sample size is the number of birds with the prey item. Bird_sample_size is the total number of birds analyzed. Values as reported do not sum to 100%	AP	"Duncan, S. 1966. An Analysis of the Stomach Contents of Some Coopers Hawks (accipiter Cooperii). The Auk 83(2): 308"	https://doi.org/10.2307/4083028	NA	NA	in the text	NA	An Analysis of the Stomach Contents of Some Cooper's Hawks (accipiter Cooperii)	Duncan	1966	The Auk
